ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
58	PR01_EXAMPLE_AAC_065_A1.lcd	Unknown	4,7	29566	13,88	273002	4,518	13/03/15 12:57
59	PR01_EXAMPLE_AAC_066_A1.lcd	Unknown	4,726	32018	37,89	319392	4,542	13/03/15 04:33
60	PR01_EXAMPLE_AAC_069_A1.lcd	Unknown	4,723	19067	14,63	263436	4,539	13/03/15 05:02
61	PR01_EXAMPLE_AAC_069_B1.lcd	Unknown	4,709	25751	15,36	266880	4,53	13/03/15 15:50
62	PR01_EXAMPLE_AAC_072_A1.lcd	Unknown	4,666	5419	1,79	344982	4,759	12/03/15 23:59
63	PR01_EXAMPLE_AAC_075_A1.lcd	Unknown	4,947	28084	9,71	450418	4,752	13/03/15 00:28
64	PR01_EXAMPLE_AAC_079_A1.lcd	Unknown	4,717	81984	54,94	277704	4,536	13/03/15 02:08
65	PR01_EXAMPLE_AAC_084_A1.lcd	Unknown	4,692	39796	29,31	425097	4,513	13/03/15 12:28
66	PR01_EXAMPLE_AAC_086_A1.lcd	Unknown	4,698	34800	6,54	351022	4,516	13/03/15 08:52
67	PR01_EXAMPLE_AAC_093_A1.lcd	Unknown	4,689	39382	39,93	321431	4,508	13/03/15 10:48
68	PR01_EXAMPLE_AAC_095_A1.lcd	Unknown	4,736	10590	9,3	255665	4,55	13/03/15 06:28
69	PR01_EXAMPLE_AAC_097_A1.lcd	Unknown	4,696	117490	50,2	338578	4,515	13/03/15 14:23
70	PR01_EXAMPLE_AAC_099_A1.lcd	Unknown	4,691	41771	51,06	305581	4,513	13/03/15 11:45
71	PR01_EXAMPLE_AAC_100_A1.lcd	Unknown	4,709	25656	19,55	259519	4,528	13/03/15 16:19
72	PR01_EXAMPLE_AAC_101_A1.lcd	Unknown	4,72	38360	24,62	344272	4,545	13/03/15 06:42
73	PR01_EXAMPLE_AAC_102_A1.lcd	Unknown	4,725	153410	112,5	325952	4,549	13/03/15 05:45
74	PR01_EXAMPLE_AAC_104_A1.lcd	Unknown	4,717	51901	47,91	338648	4,539	13/03/15 04:47
75	PR01_EXAMPLE_AAC_105_A1.lcd	Unknown	4,699	16853	19,7	284190	4,522	13/03/15 15:35
76	PR01_EXAMPLE_AAC_105_B1.lcd	Unknown	4,723	16097	21,83	237313	4,539	13/03/15 05:16
77	PR01_EXAMPLE_AAC_106_A1.lcd	Unknown	4,741	16890	8,63	353848	4,55	13/03/15 05:30
78	PR01_EXAMPLE_AAC_107_A1.lcd	Unknown	4,699	44736	28,03	380585	4,517	13/03/15 18:42
79	PR01_EXAMPLE_AAC_111_A1.lcd	Unknown	4,72	36038	30,72	285146	4,539	13/03/15 03:21
80	PR01_EXAMPLE_AAC_116_A1.lcd	Unknown	4,685	33914	16,59	321401	4,51	13/03/15 10:19
81	PR01_EXAMPLE_AAC_117_A1.lcd	Unknown	4,695	84818	25,37	335604	4,515	13/03/15 14:38
82	PR01_EXAMPLE_AAC_118_A1.lcd	Unknown	4,691	27357	10,99	362896	4,504	13/03/15 11:02
83	PR01_EXAMPLE_AAC_124_A1.lcd	Unknown	4,701	79412	51,44	391130	4,522	13/03/15 13:11
84	PR01_EXAMPLE_AAC_130_A1.lcd	Unknown	4,7	68279	53,74	332938	4,521	13/03/15 17:45
85	PR01_EXAMPLE_AAC_130_B1.lcd	Unknown	4,728	54488	54,69	289726	4,546	13/03/15 03:06
86	PR01_EXAMPLE_AAC_132_A1.lcd	Unknown	4,684	98622	103,9	360832	4,503	13/03/15 11:16
87	PR01_EXAMPLE_AAC_132_B1.lcd	Unknown	4,708	99122	79,18	380915	4,53	13/03/15 09:21
88	PR01_EXAMPLE_AAC_134_A1.lcd	Unknown	4,717	53865	25,38	295768	4,54	13/03/15 02:23
89	PR01_EXAMPLE_AAC_135_A1.lcd	Unknown	4,702	14113	10,8	290875	4,527	13/03/15 16:33
90	PR01_EXAMPLE_AAC_138_A1.lcd	Unknown	4,708	48607	36,93	266079	4,534	13/03/15 01:25
91	PR01_EXAMPLE_AAC_144_A1.lcd	Unknown	4,709	31751	19,01	303521	4,527	13/03/15 08:38
92	PR01_EXAMPLE_AAC_145_A1.lcd	Unknown	4,701	26575	10,57	314220	4,521	13/03/15 17:02
93	PR01_EXAMPLE_AAC_150_A1.lcd	Unknown	4,719	62292	71,14	204171	4,539	13/03/15 08:23
94	PR01_EXAMPLE_AAC_151_A1.lcd	Unknown	-----	-----	-----	332062	4,786	12/03/15 23:30
95	PR01_EXAMPLE_AAC_155_A1.lcd	Unknown	4,698	99610	60,2	404540	4,519	13/03/15 12:43
96	PR01_EXAMPLE_AAC_158_A1.lcd	Unknown	4,697	9438	3,08	334938	4,756	13/03/15 00:13
97	PR01_EXAMPLE_AAC_159_A1.lcd	Unknown	4,705	60934	32,29	326712	4,521	13/03/15 16:47
98	PR01_EXAMPLE_AAC_162_A1.lcd	Unknown	4,7	123199	90,19	281543	4,524	13/03/15 18:14
99	PR01_EXAMPLE_AAC_171_A1.lcd	Unknown	4,7	18438	9,33	392907	4,513	13/03/15 09:50
100	PR01_EXAMPLE_AAC_172_A1.lcd	Unknown	4,704	30110	37,86	283453	4,524	13/03/15 16:04
101	PR01_EXAMPLE_AAC_178_A1.lcd	Unknown	4,729	15189	12	280693	4,551	13/03/15 07:11
102	PR01_EXAMPLE_AAC_178_B1.lcd	Unknown	4,687	19586	11,71	259700	4,514	13/03/15 13:40
103	PR01_EXAMPLE_AAC_180_A1.lcd	Unknown	4,726	81334	72,24	330819	4,546	13/03/15 03:50
104	PR01_EXAMPLE_AAC_189_A1.lcd	Unknown	4,689	35596	60,34	304418	4,511	13/03/15 12:00
105	PR01_EXAMPLE_AAC_190_A1.lcd	Unknown	4,748	8261	6,8	376726	4,731	13/03/15 00:42
106	PR01_EXAMPLE_AAC_192_A1.lcd	Unknown	4,704	7645	0,55	386510	4,691	13/03/15 00:56
107	PR01_EXAMPLE_AAC_192_B1.lcd	Unknown	4,698	68151	49,64	381769	4,518	13/03/15 19:11
108	PR01_EXAMPLE_AAC_195_A1.lcd	Unknown	4,676	3352	1,15	324482	4,612	13/03/15 01:11
109	PR01_EXAMPLE_AAC_199_A1.lcd	Unknown	4,706	21935	5,89	253330	4,526	13/03/15 14:09
110	PR01_EXAMPLE_AAC_200_A1.lcd	Unknown	4,722	33196	26,62	311209	4,544	13/03/15 06:14
111	PR01_EXAMPLE_AAC_202_A1.lcd	Unknown	4,721	30730	18,71	345134	4,546	13/03/15 05:59
								
ID#	19							
Name	8-iso-PGE1							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0002BLANK_B2.lcd	Unknown	4,775	131	10,75	153	5,072	13/03/15 22:33
2	PR01_EXAMPLE_AAC_0002QC_H2.lcd	Unknown	4,698	475	4,33	18525	5,042	13/03/15 22:47
3	PR01_EXAMPLE_AAC_0003BLANK_A1.lcd	Unknown	4,886	136	15,22	56	5,167	12/03/15 20:37
4	PR01_EXAMPLE_AAC_0003BLANK_A2.lcd	Unknown	4,896	245	10,48	151	5,002	12/03/15 23:01
5	PR01_EXAMPLE_AAC_0003BLANK_B1.lcd	Unknown	4,865	178	5,66	273	5,101	13/03/15 19:40
6	PR01_EXAMPLE_AAC_0003BLANK_B2.lcd	Unknown	4,689	505	13,8	177	5,054	13/03/15 22:04
7	PR01_EXAMPLE_AAC_0003CAL0_A1.lcd	Unknown	4,891	1781	3,55	4201	5,111	12/03/15 21:06
8	PR01_EXAMPLE_AAC_0003CAL0_A2.lcd	Unknown	4,914	3118	7,64	325887	4,902	13/03/15 20:09
9	PR01_EXAMPLE_AAC_0003CAL1_A1.lcd	Unknown	4,706	718	0,85	1555	5,052	12/03/15 21:20
10	PR01_EXAMPLE_AAC_0003CAL1_A2.lcd	Unknown	4,65	52355	101,36	332397	4,899	13/03/15 20:23
11	PR01_EXAMPLE_AAC_0003CAL2_A1.lcd	Unknown	4,767	4321	0,16	2236	5,051	12/03/15 21:34
12	PR01_EXAMPLE_AAC_0003CAL2_A2.lcd	Unknown	4,65	108656	171,37	368952	4,898	13/03/15 20:38
13	PR01_EXAMPLE_AAC_0003CAL3_A1.lcd	Unknown	4,858	2733	1,88	3133	4,971	12/03/15 21:49
14	PR01_EXAMPLE_AAC_0003CAL3_A2.lcd	Unknown	4,657	206396	167,9	393984	4,907	13/03/15 20:52
15	PR01_EXAMPLE_AAC_0003CAL4_A1.lcd	Unknown	4,969	648120	226,01	3777	4,954	12/03/15 22:03
16	PR01_EXAMPLE_AAC_0003CAL4_A2.lcd	Unknown	4,656	742801	419,97	385467	4,907	13/03/15 21:06
17	PR01_EXAMPLE_AAC_0003CAL5_A1.lcd	Unknown	4,952	1153498	210,34	2414	5,111	12/03/15 22:18
18	PR01_EXAMPLE_AAC_0003CAL5_A2.lcd	Unknown	4,656	1297000	184	368111	4,901	13/03/15 21:21
19	PR01_EXAMPLE_AAC_0003CAL7_A1.lcd	Unknown	4,949	2214379	253,6	370444	5,198	12/03/15 22:32
20	PR01_EXAMPLE_AAC_0003CAL7_A2.lcd	Unknown	4,659	2260801	309,3	307373	4,902	13/03/15 21:35
21	PR01_EXAMPLE_AAC_0003QC_A1.lcd	Unknown	4,912	2291	4,38	8729	5,038	12/03/15 20:22
22	PR01_EXAMPLE_AAC_0003QC_A2.lcd	Unknown	4,906	1236	3,47	4668	5,1	12/03/15 20:51
23	PR01_EXAMPLE_AAC_0003QC_B1.lcd	Unknown	4,81	3164	4,27	401029	5,189	12/03/15 22:46
24	PR01_EXAMPLE_AAC_0003QC_B2.lcd	Unknown	4,803	1885	5,05	343008	5,172	12/03/15 23:16
25	PR01_EXAMPLE_AAC_0003QC_C1.lcd	Unknown	4,846	1802	3,62	366184	4,887	13/03/15 01:40
26	PR01_EXAMPLE_AAC_0003QC_C2.lcd	Unknown	4,791	447	2,97	289405	4,913	13/03/15 04:18
27	PR01_EXAMPLE_AAC_0003QC_D1.lcd	Unknown	4,794	2042	2,52	359630	4,922	13/03/15 06:57
28	PR01_EXAMPLE_AAC_0003QC_D2.lcd	Unknown	4,899	4612	9,57	362503	4,883	13/03/15 09:35
29	PR01_EXAMPLE_AAC_0003QC_E1.lcd	Unknown	4,88	4494	6,99	391733	4,876	13/03/15 12:14
30	PR01_EXAMPLE_AAC_0003QC_E2.lcd	Unknown	4,889	5321	16,56	352387	4,877	13/03/15 14:52
31	PR01_EXAMPLE_AAC_0003QC_F1.lcd	Unknown	4,893	3778	5,19	341085	4,882	13/03/15 17:30
32	PR01_EXAMPLE_AAC_0003QC_G1.lcd	Unknown	4,908	3118	7,81	354726	4,893	13/03/15 19:26
33	PR01_EXAMPLE_AAC_0003QC_G2.lcd	Unknown	4,9	2003	7,46	359820	4,893	13/03/15 19:54
34	PR01_EXAMPLE_AAC_0003QC_H1.lcd	Unknown	4,909	5322	10,11	377227	4,901	13/03/15 21:50
35	PR01_EXAMPLE_AAC_0003QC_H2.lcd	Unknown	4,909	2617	7,47	369380	4,901	13/03/15 22:18
36	PR01_EXAMPLE_AAC_002_A1.lcd	Unknown	4,886	3054	5,52	331414	4,877	13/03/15 10:04
37	PR01_EXAMPLE_AAC_006_A1.lcd	Unknown	4,906	3949	10,04	286059	4,906	13/03/15 02:52
38	PR01_EXAMPLE_AAC_006_B1.lcd	Unknown	4,897	8597	21,87	292137	4,887	13/03/15 17:59
39	PR01_EXAMPLE_AAC_010_A1.lcd	Unknown	4,911	3353	6,61	339666	4,904	13/03/15 03:35
40	PR01_EXAMPLE_AAC_011_A1.lcd	Unknown	4,783	1903	4,62	406768	4,889	13/03/15 15:21
41	PR01_EXAMPLE_AAC_017_A1.lcd	Unknown	4,896	1539	5,56	333355	4,89	13/03/15 17:16
42	PR01_EXAMPLE_AAC_020_A1.lcd	Unknown	4,901	2024	11,01	184818	4,894	13/03/15 09:06
43	PR01_EXAMPLE_AAC_020_B1.lcd	Unknown	4,886	2921	7,19	209820	4,876	13/03/15 11:31
44	PR01_EXAMPLE_AAC_021_A1.lcd	Unknown	4,78	2383	3,57	350795	5,154	12/03/15 23:44
45	PR01_EXAMPLE_AAC_023_A1.lcd	Unknown	4,889	5389	10,67	380419	4,879	13/03/15 15:07
46	PR01_EXAMPLE_AAC_025_A1.lcd	Unknown	4,902	4019	8,32	347666	4,884	13/03/15 01:54
47	PR01_EXAMPLE_AAC_027_A1.lcd	Unknown	4,908	4539	9,67	436273	4,902	13/03/15 02:37
48	PR01_EXAMPLE_AAC_028_A1.lcd	Unknown	4,894	2221	9,28	346884	4,883	13/03/15 18:57
49	PR01_EXAMPLE_AAC_030_A1.lcd	Unknown	4,925	1998	5,09	384548	4,911	13/03/15 04:04
50	PR01_EXAMPLE_AAC_034_A1.lcd	Unknown	4,882	788	3,39	325989	4,91	13/03/15 07:40
51	PR01_EXAMPLE_AAC_040_A1.lcd	Unknown	4,676	3080	5,02	405883	4,896	13/03/15 07:54
52	PR01_EXAMPLE_AAC_043_A1.lcd	Unknown	4,916	3942	8,9	420449	4,904	13/03/15 08:09
53	PR01_EXAMPLE_AAC_047_A1.lcd	Unknown	4,843	3361	2,78	386327	4,888	13/03/15 18:28
54	PR01_EXAMPLE_AAC_053_A1.lcd	Unknown	4,893	1150	3,78	329762	4,887	13/03/15 13:26
55	PR01_EXAMPLE_AAC_053_B1.lcd	Unknown	4,922	2709	7,97	297493	4,913	13/03/15 07:26
56	PR01_EXAMPLE_AAC_058_A1.lcd	Unknown	4,892	2991	7,09	88785	5,001	13/03/15 13:55
57	PR01_EXAMPLE_AAC_062_A1.lcd	Unknown	4,841	3558	4,01	339370	4,872	13/03/15 10:33
58	PR01_EXAMPLE_AAC_065_A1.lcd	Unknown	4,954	947	2,29	315755	4,882	13/03/15 12:57
59	PR01_EXAMPLE_AAC_066_A1.lcd	Unknown	4,713	3577	3,11	357764	4,912	13/03/15 04:33
60	PR01_EXAMPLE_AAC_069_A1.lcd	Unknown	4,682	2765	6,09	357594	4,904	13/03/15 05:02
61	PR01_EXAMPLE_AAC_069_B1.lcd	Unknown	4,667	4916	8,46	353450	4,898	13/03/15 15:50
62	PR01_EXAMPLE_AAC_072_A1.lcd	Unknown	4,763	2778	4,39	297417	5,139	12/03/15 23:59
63	PR01_EXAMPLE_AAC_075_A1.lcd	Unknown	4,899	2715	2	346357	5,135	13/03/15 00:28
64	PR01_EXAMPLE_AAC_079_A1.lcd	Unknown	4,707	1908	5,12	323370	4,909	13/03/15 02:08
65	PR01_EXAMPLE_AAC_084_A1.lcd	Unknown	4,848	3700	6,67	403338	4,876	13/03/15 12:28
66	PR01_EXAMPLE_AAC_086_A1.lcd	Unknown	4,878	1413	4,71	377342	4,884	13/03/15 08:52
67	PR01_EXAMPLE_AAC_093_A1.lcd	Unknown	4,887	4296	8,59	378859	4,874	13/03/15 10:48
68	PR01_EXAMPLE_AAC_095_A1.lcd	Unknown	4,917	2049	4,63	329322	4,918	13/03/15 06:28
69	PR01_EXAMPLE_AAC_097_A1.lcd	Unknown	4,759	985	1,93	351490	4,888	13/03/15 14:23
70	PR01_EXAMPLE_AAC_099_A1.lcd	Unknown	4,742	945	3,53	345733	4,879	13/03/15 11:45
71	PR01_EXAMPLE_AAC_100_A1.lcd	Unknown	4,902	3205	14,05	297573	4,895	13/03/15 16:19
72	PR01_EXAMPLE_AAC_101_A1.lcd	Unknown	4,659	2718	3,53	379087	4,907	13/03/15 06:42
73	PR01_EXAMPLE_AAC_102_A1.lcd	Unknown	4,795	1467	3,33	306405	4,912	13/03/15 05:45
74	PR01_EXAMPLE_AAC_104_A1.lcd	Unknown	4,915	3017	8,32	311354	4,911	13/03/15 04:47
75	PR01_EXAMPLE_AAC_105_A1.lcd	Unknown	4,845	2542	2,69	336077	4,89	13/03/15 15:35
76	PR01_EXAMPLE_AAC_105_B1.lcd	Unknown	4,874	1002	3,52	293643	4,911	13/03/15 05:16
77	PR01_EXAMPLE_AAC_106_A1.lcd	Unknown	4,679	3911	9,18	366530	4,922	13/03/15 05:30
78	PR01_EXAMPLE_AAC_107_A1.lcd	Unknown	4,895	2808	6,95	359446	4,884	13/03/15 18:42
79	PR01_EXAMPLE_AAC_111_A1.lcd	Unknown	4,855	957	3,1	309037	4,91	13/03/15 03:21
80	PR01_EXAMPLE_AAC_116_A1.lcd	Unknown	4,741	676	3,39	319891	4,874	13/03/15 10:19
81	PR01_EXAMPLE_AAC_117_A1.lcd	Unknown	4,887	3240	8,82	345426	4,874	13/03/15 14:38
82	PR01_EXAMPLE_AAC_118_A1.lcd	Unknown	4,94	4511	6,14	371196	4,875	13/03/15 11:02
83	PR01_EXAMPLE_AAC_124_A1.lcd	Unknown	4,886	10267	15,01	388331	4,884	13/03/15 13:11
84	PR01_EXAMPLE_AAC_130_A1.lcd	Unknown	4,89	3579	9,72	377942	4,887	13/03/15 17:45
85	PR01_EXAMPLE_AAC_130_B1.lcd	Unknown	4,701	1609	4,22	343821	4,914	13/03/15 03:06
86	PR01_EXAMPLE_AAC_132_A1.lcd	Unknown	4,882	8241	19,81	397311	4,871	13/03/15 11:16
87	PR01_EXAMPLE_AAC_132_B1.lcd	Unknown	4,896	10368	12,9	386793	4,889	13/03/15 09:21
88	PR01_EXAMPLE_AAC_134_A1.lcd	Unknown	4,7	3263	6,34	347079	4,905	13/03/15 02:23
89	PR01_EXAMPLE_AAC_135_A1.lcd	Unknown	4,781	538	2,84	348788	4,893	13/03/15 16:33
90	PR01_EXAMPLE_AAC_138_A1.lcd	Unknown	4,662	3423	3,92	297977	4,894	13/03/15 01:25
91	PR01_EXAMPLE_AAC_144_A1.lcd	Unknown	4,967	973	3,93	341787	4,9	13/03/15 08:38
92	PR01_EXAMPLE_AAC_145_A1.lcd	Unknown	4,853	1893	4,7	344779	4,891	13/03/15 17:02
93	PR01_EXAMPLE_AAC_150_A1.lcd	Unknown	4,713	4896	7,62	249708	4,904	13/03/15 08:23
94	PR01_EXAMPLE_AAC_151_A1.lcd	Unknown	4,799	2082	6,46	332834	5,165	12/03/15 23:30
95	PR01_EXAMPLE_AAC_155_A1.lcd	Unknown	4,897	8085	16,38	401703	4,886	13/03/15 12:43
96	PR01_EXAMPLE_AAC_158_A1.lcd	Unknown	4,762	1121	2,99	309592	5,14	13/03/15 00:13
97	PR01_EXAMPLE_AAC_159_A1.lcd	Unknown	4,909	2819	11,19	331684	4,892	13/03/15 16:47
98	PR01_EXAMPLE_AAC_162_A1.lcd	Unknown	4,902	11537	27,05	336460	4,893	13/03/15 18:14
99	PR01_EXAMPLE_AAC_171_A1.lcd	Unknown	4,632	1710	4,93	349665	4,876	13/03/15 09:50
100	PR01_EXAMPLE_AAC_172_A1.lcd	Unknown	4,905	2617	11,04	326812	4,894	13/03/15 16:04
101	PR01_EXAMPLE_AAC_178_A1.lcd	Unknown	4,88	1592	11,36	285361	4,916	13/03/15 07:11
102	PR01_EXAMPLE_AAC_178_B1.lcd	Unknown	4,908	2985	8,07	290783	4,884	13/03/15 13:40
103	PR01_EXAMPLE_AAC_180_A1.lcd	Unknown	4,919	7973	30,73	336325	4,914	13/03/15 03:50
104	PR01_EXAMPLE_AAC_189_A1.lcd	Unknown	4,883	2637	8,16	323283	4,873	13/03/15 12:00
105	PR01_EXAMPLE_AAC_190_A1.lcd	Unknown	4,885	2614	3,81	348672	5,11	13/03/15 00:42
106	PR01_EXAMPLE_AAC_192_A1.lcd	Unknown	4,699	1976	5,11	359963	5,07	13/03/15 00:56
107	PR01_EXAMPLE_AAC_192_B1.lcd	Unknown	4,896	5966	20,86	332262	4,89	13/03/15 19:11
108	PR01_EXAMPLE_AAC_195_A1.lcd	Unknown	4,78	3238	4,05	324445	4,974	13/03/15 01:11
109	PR01_EXAMPLE_AAC_199_A1.lcd	Unknown	4,711	1497	5,27	349421	4,891	13/03/15 14:09
110	PR01_EXAMPLE_AAC_200_A1.lcd	Unknown	4,921	3004	8,97	383147	4,912	13/03/15 06:14
111	PR01_EXAMPLE_AAC_202_A1.lcd	Unknown	4,883	1642	5,93	377989	4,912	13/03/15 05:59
								
ID#	20							
Name	d9-PGE2							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0002BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	13/03/15 22:33
2	PR01_EXAMPLE_AAC_0002QC_H2.lcd	Unknown	4,957	301	3,13	301	4,957	13/03/15 22:47
3	PR01_EXAMPLE_AAC_0003BLANK_A1.lcd	Unknown	-----	-----	-----	-----	-----	12/03/15 20:37
4	PR01_EXAMPLE_AAC_0003BLANK_A2.lcd	Unknown	4,872	128	(INF)	128	4,872	12/03/15 23:01
5	PR01_EXAMPLE_AAC_0003BLANK_B1.lcd	Unknown	4,663	132	18,54	132	4,663	13/03/15 19:40
6	PR01_EXAMPLE_AAC_0003BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	13/03/15 22:04
7	PR01_EXAMPLE_AAC_0003CAL0_A1.lcd	Unknown	4,767	2302	5,05	2302	4,767	12/03/15 21:06
8	PR01_EXAMPLE_AAC_0003CAL0_A2.lcd	Unknown	4,665	82293	332,32	82293	4,665	13/03/15 20:09
9	PR01_EXAMPLE_AAC_0003CAL1_A1.lcd	Unknown	4,906	1858	3,51	1858	4,906	12/03/15 21:20
10	PR01_EXAMPLE_AAC_0003CAL1_A2.lcd	Unknown	4,661	87678	265,18	87678	4,661	13/03/15 20:23
11	PR01_EXAMPLE_AAC_0003CAL2_A1.lcd	Unknown	4,838	1908	2,81	1908	4,838	12/03/15 21:34
12	PR01_EXAMPLE_AAC_0003CAL2_A2.lcd	Unknown	4,661	96323	248,94	96323	4,661	13/03/15 20:38
13	PR01_EXAMPLE_AAC_0003CAL3_A1.lcd	Unknown	4,819	928	2,85	928	4,819	12/03/15 21:49
14	PR01_EXAMPLE_AAC_0003CAL3_A2.lcd	Unknown	4,667	101273	208,15	101273	4,667	13/03/15 20:52
15	PR01_EXAMPLE_AAC_0003CAL4_A1.lcd	Unknown	4,793	1173	3,29	1173	4,793	12/03/15 22:03
16	PR01_EXAMPLE_AAC_0003CAL4_A2.lcd	Unknown	4,666	92959	194,73	92959	4,666	13/03/15 21:06
17	PR01_EXAMPLE_AAC_0003CAL5_A1.lcd	Unknown	4,766	1826	2,01	1826	4,766	12/03/15 22:18
18	PR01_EXAMPLE_AAC_0003CAL5_A2.lcd	Unknown	4,667	94438	188,93	94438	4,667	13/03/15 21:21
19	PR01_EXAMPLE_AAC_0003CAL7_A1.lcd	Unknown	4,79	497	1,25	497	4,79	12/03/15 22:32
20	PR01_EXAMPLE_AAC_0003CAL7_A2.lcd	Unknown	4,668	76037	178,97	76037	4,668	13/03/15 21:35
21	PR01_EXAMPLE_AAC_0003QC_A1.lcd	Unknown	4,721	4037	9,45	4037	4,721	12/03/15 20:22
22	PR01_EXAMPLE_AAC_0003QC_A2.lcd	Unknown	4,98	2268	4,76	2268	4,98	12/03/15 20:51
23	PR01_EXAMPLE_AAC_0003QC_B1.lcd	Unknown	4,841	1105	1,48	1105	4,841	12/03/15 22:46
24	PR01_EXAMPLE_AAC_0003QC_B2.lcd	Unknown	4,752	1647	2,3	1647	4,752	12/03/15 23:16
25	PR01_EXAMPLE_AAC_0003QC_C1.lcd	Unknown	4,652	87627	32,35	87627	4,652	13/03/15 01:40
26	PR01_EXAMPLE_AAC_0003QC_C2.lcd	Unknown	4,678	75355	231,2	75355	4,678	13/03/15 04:18
27	PR01_EXAMPLE_AAC_0003QC_D1.lcd	Unknown	4,681	98504	177,58	98504	4,681	13/03/15 06:57
28	PR01_EXAMPLE_AAC_0003QC_D2.lcd	Unknown	4,649	92293	210,61	92293	4,649	13/03/15 09:35
29	PR01_EXAMPLE_AAC_0003QC_E1.lcd	Unknown	4,645	88953	181,39	88953	4,645	13/03/15 12:14
30	PR01_EXAMPLE_AAC_0003QC_E2.lcd	Unknown	4,644	97579	232,56	97579	4,644	13/03/15 14:52
31	PR01_EXAMPLE_AAC_0003QC_F1.lcd	Unknown	4,644	94892	261,18	94892	4,644	13/03/15 17:30
32	PR01_EXAMPLE_AAC_0003QC_G1.lcd	Unknown	4,657	99115	233,42	99115	4,657	13/03/15 19:26
33	PR01_EXAMPLE_AAC_0003QC_G2.lcd	Unknown	4,657	93833	191,82	93833	4,657	13/03/15 19:54
34	PR01_EXAMPLE_AAC_0003QC_H1.lcd	Unknown	4,665	95927	244,99	95927	4,665	13/03/15 21:50
35	PR01_EXAMPLE_AAC_0003QC_H2.lcd	Unknown	4,664	90833	231,23	90833	4,664	13/03/15 22:18
36	PR01_EXAMPLE_AAC_002_A1.lcd	Unknown	4,643	94798	269,78	94798	4,643	13/03/15 10:04
37	PR01_EXAMPLE_AAC_006_A1.lcd	Unknown	4,676	56961	479,83	56961	4,676	13/03/15 02:52
38	PR01_EXAMPLE_AAC_006_B1.lcd	Unknown	4,651	60616	331,04	60616	4,651	13/03/15 17:59
39	PR01_EXAMPLE_AAC_010_A1.lcd	Unknown	4,668	85743	360,87	85743	4,668	13/03/15 03:35
40	PR01_EXAMPLE_AAC_011_A1.lcd	Unknown	4,653	77746	82,14	77746	4,653	13/03/15 15:21
41	PR01_EXAMPLE_AAC_017_A1.lcd	Unknown	4,655	90492	326,86	90492	4,655	13/03/15 17:16
42	PR01_EXAMPLE_AAC_020_A1.lcd	Unknown	4,657	38249	188,46	38249	4,657	13/03/15 09:06
43	PR01_EXAMPLE_AAC_020_B1.lcd	Unknown	4,641	38251	196,38	38251	4,641	13/03/15 11:31
44	PR01_EXAMPLE_AAC_021_A1.lcd	Unknown	4,916	71355	172,19	71355	4,916	12/03/15 23:44
45	PR01_EXAMPLE_AAC_023_A1.lcd	Unknown	4,641	92861	169,38	92861	4,641	13/03/15 15:07
46	PR01_EXAMPLE_AAC_025_A1.lcd	Unknown	4,65	75459	188,56	75459	4,65	13/03/15 01:54
47	PR01_EXAMPLE_AAC_027_A1.lcd	Unknown	4,669	97763	257,75	97763	4,669	13/03/15 02:37
48	PR01_EXAMPLE_AAC_028_A1.lcd	Unknown	4,653	97671	297,19	97671	4,653	13/03/15 18:57
49	PR01_EXAMPLE_AAC_030_A1.lcd	Unknown	4,674	87248	976,37	87248	4,674	13/03/15 04:04
50	PR01_EXAMPLE_AAC_034_A1.lcd	Unknown	4,673	59903	259,67	59903	4,673	13/03/15 07:40
51	PR01_EXAMPLE_AAC_040_A1.lcd	Unknown	4,664	73521	67,89	73521	4,664	13/03/15 07:54
52	PR01_EXAMPLE_AAC_043_A1.lcd	Unknown	4,669	91726	194,09	91726	4,669	13/03/15 08:09
53	PR01_EXAMPLE_AAC_047_A1.lcd	Unknown	4,656	100364	64,88	100364	4,656	13/03/15 18:28
54	PR01_EXAMPLE_AAC_053_A1.lcd	Unknown	4,645	73997	358,06	73997	4,645	13/03/15 13:26
55	PR01_EXAMPLE_AAC_053_B1.lcd	Unknown	4,669	76858	579,55	76858	4,669	13/03/15 07:26
56	PR01_EXAMPLE_AAC_058_A1.lcd	Unknown	4,646	81288	543,21	81288	4,646	13/03/15 13:55
57	PR01_EXAMPLE_AAC_062_A1.lcd	Unknown	4,642	85356	105,63	85356	4,642	13/03/15 10:33
58	PR01_EXAMPLE_AAC_065_A1.lcd	Unknown	4,652	61316	230,21	61316	4,652	13/03/15 12:57
59	PR01_EXAMPLE_AAC_066_A1.lcd	Unknown	4,677	86105	506,73	86105	4,677	13/03/15 04:33
60	PR01_EXAMPLE_AAC_069_A1.lcd	Unknown	4,671	89696	323,38	89696	4,671	13/03/15 05:02
