ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
42	PR01_EXAMPLE_AAC_032_A1.lcd	Unknown	4,364	3171	1,42	51982	4,646	05/03/15 22:35
43	PR01_EXAMPLE_AAC_038_A1.lcd	Unknown	4,413	2613	0,71	49948	4,63	06/03/15 12:02
44	PR01_EXAMPLE_AAC_042_A1.lcd	Unknown	4,398	3678	3,32	40578	4,646	06/03/15 07:28
45	PR01_EXAMPLE_AAC_046_A1.lcd	Unknown	-----	-----	-----	55462	4,64	06/03/15 09:09
46	PR01_EXAMPLE_AAC_052_A1.lcd	Unknown	4,351	2475	1,12	42255	4,625	06/03/15 14:26
47	PR01_EXAMPLE_AAC_057_A1.lcd	Unknown	4,346	2014	6,67	36430	4,643	06/03/15 04:35
48	PR01_EXAMPLE_AAC_059_A1.lcd	Unknown	4,393	946	2,18	51900	4,629	06/03/15 11:47
49	PR01_EXAMPLE_AAC_070_A1.lcd	Unknown	4,399	2117	1,92	49551	4,642	06/03/15 07:42
50	PR01_EXAMPLE_AAC_071_A1.lcd	Unknown	4,355	4009	8,74	46884	4,638	05/03/15 21:23
51	PR01_EXAMPLE_AAC_071_B1.lcd	Unknown	4,345	9043	14,04	46150	4,626	06/03/15 15:09
52	PR01_EXAMPLE_AAC_073_A1.lcd	Unknown	4,334	2605	1,69	44399	4,644	05/03/15 23:04
53	PR01_EXAMPLE_AAC_076_A1.lcd	Unknown	4,389	5347	3,62	46550	4,617	06/03/15 14:40
54	PR01_EXAMPLE_AAC_077_A1.lcd	Unknown	4,346	6603	12,08	56569	4,627	06/03/15 12:16
55	PR01_EXAMPLE_AAC_078_A1.lcd	Unknown	4,355	1462	2,52	33089	4,633	06/03/15 04:07
56	PR01_EXAMPLE_AAC_081_A1.lcd	Unknown	4,342	8847	13,96	50486	4,624	06/03/15 14:54
57	PR01_EXAMPLE_AAC_082_A1.lcd	Unknown	4,42	3604	1,31	40280	4,645	06/03/15 01:42
58	PR01_EXAMPLE_AAC_083_A1.lcd	Unknown	4,382	3506	2,93	46914	4,639	05/03/15 21:09
59	PR01_EXAMPLE_AAC_085_A1.lcd	Unknown	4,36	3449	6,85	50549	4,644	06/03/15 01:57
60	PR01_EXAMPLE_AAC_088_A1.lcd	Unknown	4,37	1280	3,91	39507	4,638	06/03/15 05:47
61	PR01_EXAMPLE_AAC_090_A1.lcd	Unknown	4,395	1341	1,7	38072	4,641	06/03/15 02:25
62	PR01_EXAMPLE_AAC_091_A1.lcd	Unknown	4,365	3124	6,85	46733	4,644	05/03/15 21:52
63	PR01_EXAMPLE_AAC_092_A1.lcd	Unknown	4,446	4906	1,79	40493	4,637	06/03/15 12:45
64	PR01_EXAMPLE_AAC_096_A1.lcd	Unknown	4,395	3094	1,4	47777	4,625	06/03/15 12:30
65	PR01_EXAMPLE_AAC_098_A1.lcd	Unknown	4,441	5511	5,06	48010	4,647	05/03/15 23:18
66	PR01_EXAMPLE_AAC_098_B1.lcd	Unknown	4,415	5130	3,56	47909	4,628	06/03/15 13:42
67	PR01_EXAMPLE_AAC_108_A1.lcd	Unknown	4,361	2962	2,6	39392	4,639	05/03/15 19:56
68	PR01_EXAMPLE_AAC_110_A1.lcd	Unknown	4,371	1535	0,41	34582	4,651	06/03/15 00:16
69	PR01_EXAMPLE_AAC_115_A1.lcd	Unknown	4,359	3224	4,81	42583	4,63	06/03/15 08:11
70	PR01_EXAMPLE_AAC_120_A1.lcd	Unknown	4,348	2283	6,11	49399	4,631	06/03/15 12:59
71	PR01_EXAMPLE_AAC_122_A1.lcd	Unknown	4,366	2838	1,96	42725	4,633	06/03/15 11:04
72	PR01_EXAMPLE_AAC_125_A1.lcd	Unknown	4,39	1528	3,3	41302	4,633	06/03/15 09:38
73	PR01_EXAMPLE_AAC_126_A1.lcd	Unknown	4,425	4241	1,8	42257	4,639	06/03/15 00:45
74	PR01_EXAMPLE_AAC_131_A1.lcd	Unknown	4,378	3479	3,6	41123	4,646	06/03/15 06:59
75	PR01_EXAMPLE_AAC_131_B1.lcd	Unknown	4,368	3702	2,14	44216	4,638	06/03/15 05:04
76	PR01_EXAMPLE_AAC_137_A1.lcd	Unknown	4,39	1765	1,13	42687	4,644	06/03/15 04:21
77	PR01_EXAMPLE_AAC_139_A1.lcd	Unknown	4,372	2719	7,21	44816	4,643	06/03/15 06:02
78	PR01_EXAMPLE_AAC_141_A1.lcd	Unknown	4,356	4334	2,57	52356	4,638	05/03/15 20:54
79	PR01_EXAMPLE_AAC_143_A1.lcd	Unknown	4,387	1803	1,61	42741	4,643	06/03/15 09:52
80	PR01_EXAMPLE_AAC_146_A1.lcd	Unknown	4,464	3373	1,82	43977	4,644	06/03/15 10:06
81	PR01_EXAMPLE_AAC_147_A1.lcd	Unknown	4,364	6147	30,6	39886	4,64	06/03/15 03:38
82	PR01_EXAMPLE_AAC_148_A1.lcd	Unknown	4,461	1847	1,84	42951	4,624	06/03/15 13:57
83	PR01_EXAMPLE_AAC_149_A1.lcd	Unknown	4,351	2377	2,84	36394	4,644	06/03/15 02:40
84	PR01_EXAMPLE_AAC_153_A1.lcd	Unknown	4,358	4739	12,54	42489	4,645	06/03/15 03:09
85	PR01_EXAMPLE_AAC_153_B1.lcd	Unknown	4,357	3245	1,77	42424	4,636	06/03/15 09:23
86	PR01_EXAMPLE_AAC_156_A1.lcd	Unknown	4,371	5467	1,69	44770	4,641	06/03/15 06:45
87	PR01_EXAMPLE_AAC_160_A1.lcd	Unknown	4,398	2348	3,2	36558	4,642	06/03/15 06:31
88	PR01_EXAMPLE_AAC_163_A1.lcd	Unknown	4,355	4490	1,42	43706	4,644	05/03/15 22:21
89	PR01_EXAMPLE_AAC_164_A1.lcd	Unknown	4,366	3902	5,04	41199	4,639	05/03/15 23:33
90	PR01_EXAMPLE_AAC_165_A1.lcd	Unknown	4,382	22617	3,35	42307	4,646	06/03/15 00:59
91	PR01_EXAMPLE_AAC_166_A1.lcd	Unknown	4,368	4753	1,31	46740	4,635	06/03/15 05:33
92	PR01_EXAMPLE_AAC_167_A1.lcd	Unknown	4,348	1363	3,34	46933	4,635	06/03/15 11:18
93	PR01_EXAMPLE_AAC_169_A1.lcd	Unknown	4,319	3021	1,83	49233	4,642	06/03/15 03:23
94	PR01_EXAMPLE_AAC_173_A1.lcd	Unknown	4,416	29387	3,2	43735	4,633	05/03/15 20:11
95	PR01_EXAMPLE_AAC_174_A1.lcd	Unknown	4,376	3031	4,06	52720	4,643	06/03/15 03:52
96	PR01_EXAMPLE_AAC_176_A1.lcd	Unknown	4,31	1238	1,15	53228	4,63	06/03/15 13:28
97	PR01_EXAMPLE_AAC_179_A1.lcd	Unknown	4,38	2631	2,27	40751	4,65	06/03/15 01:13
98	PR01_EXAMPLE_AAC_179_B1.lcd	Unknown	4,338	3324	2,39	49840	4,619	06/03/15 11:33
99	PR01_EXAMPLE_AAC_182_A1.lcd	Unknown	4,348	2740	2,59	46653	4,635	06/03/15 10:21
100	PR01_EXAMPLE_AAC_183_A1.lcd	Unknown	4,385	3454	1,93	43667	4,64	05/03/15 21:37
101	PR01_EXAMPLE_AAC_187_A1.lcd	Unknown	4,459	2023	2,08	45600	4,639	06/03/15 01:28
102	PR01_EXAMPLE_AAC_193_A1.lcd	Unknown	4,405	2027	3,76	36234	4,641	06/03/15 04:50
103	PR01_EXAMPLE_AAC_193_B1.lcd	Unknown	4,418	2159	2,5	46475	4,636	06/03/15 07:14
104	PR01_EXAMPLE_AAC_194_A1.lcd	Unknown	4,4	915	2,68	48643	4,643	05/03/15 20:40
105	PR01_EXAMPLE_AAC_196_A1.lcd	Unknown	4,374	3162	2,02	41942	4,652	05/03/15 20:25
106	PR01_EXAMPLE_AAC_197_A1.lcd	Unknown	4,374	3185	3,22	47617	4,646	05/03/15 22:49
107	PR01_EXAMPLE_AAC_198_A1.lcd	Unknown	4,359	1384	1	42276	4,64	06/03/15 08:40
								
ID#	10							
Name	iPF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0001BLANK_A1.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 17:03
2	PR01_EXAMPLE_AAC_0001BLANK_A2.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 19:28
3	PR01_EXAMPLE_AAC_0001BLANK_B1.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 15:37
4	PR01_EXAMPLE_AAC_0001BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 18:01
5	PR01_EXAMPLE_AAC_0001CAL0_A1.lcd	Unknown	4,42	220	4,95	71964	5,186	05/03/15 17:32
6	PR01_EXAMPLE_AAC_0001CAL0_A2.lcd	Unknown	4,407	257	4,15	60293	5,166	06/03/15 16:06
7	PR01_EXAMPLE_AAC_0001CAL1_A1.lcd	Unknown	4,397	3414	21,58	57000	5,182	05/03/15 17:47
8	PR01_EXAMPLE_AAC_0001CAL1_A2.lcd	Unknown	4,401	3835	21,42	50546	5,166	06/03/15 16:21
9	PR01_EXAMPLE_AAC_0001CAL2_A1.lcd	Unknown	4,41	7247	40,28	58943	5,189	05/03/15 18:01
10	PR01_EXAMPLE_AAC_0001CAL2_A2.lcd	Unknown	4,401	6507	71,49	50624	5,168	06/03/15 16:35
11	PR01_EXAMPLE_AAC_0001CAL3_A1.lcd	Unknown	4,407	13591	68,79	57370	5,19	05/03/15 18:15
12	PR01_EXAMPLE_AAC_0001CAL3_A2.lcd	Unknown	4,393	11284	59,97	48646	5,159	06/03/15 16:50
13	PR01_EXAMPLE_AAC_0001CAL4_A1.lcd	Unknown	4,405	73823	239,13	70522	5,184	05/03/15 18:30
14	PR01_EXAMPLE_AAC_0001CAL4_A2.lcd	Unknown	4,398	69293	152,49	61107	5,164	06/03/15 17:04
15	PR01_EXAMPLE_AAC_0001CAL5_A1.lcd	Unknown	4,41	119125	179,35	70555	5,193	05/03/15 18:44
16	PR01_EXAMPLE_AAC_0001CAL5_A2.lcd	Unknown	4,394	116844	107	62006	5,162	06/03/15 17:18
17	PR01_EXAMPLE_AAC_0001CAL6_A1.lcd	Unknown	4,405	265233	134,29	81123	5,186	05/03/15 18:59
18	PR01_EXAMPLE_AAC_0001CAL6_A2.lcd	Unknown	4,389	248137	129,43	65711	5,154	06/03/15 17:33
19	PR01_EXAMPLE_AAC_0001QC_A1.lcd	Unknown	4,412	456	3,22	62573	5,193	05/03/15 16:49
20	PR01_EXAMPLE_AAC_0001QC_A2.lcd	Unknown	4,419	234	4,12	65820	5,19	05/03/15 17:18
21	PR01_EXAMPLE_AAC_0001QC_B1.lcd	Unknown	4,371	363	6,31	59747	5,186	05/03/15 19:13
22	PR01_EXAMPLE_AAC_0001QC_B2.lcd	Unknown	4,492	731	5,54	60314	5,183	05/03/15 19:42
23	PR01_EXAMPLE_AAC_0001QC_C1.lcd	Unknown	4,434	263	3,67	58278	5,184	05/03/15 22:06
24	PR01_EXAMPLE_AAC_0001QC_C2.lcd	Unknown	4,482	296	5,25	56194	5,184	06/03/15 00:30
25	PR01_EXAMPLE_AAC_0001QC_D1.lcd	Unknown	4,487	344	5,99	56154	5,184	06/03/15 02:54
26	PR01_EXAMPLE_AAC_0001QC_D2.lcd	Unknown	4,367	367	2,6	53305	5,179	06/03/15 05:18
27	PR01_EXAMPLE_AAC_0001QC_E1.lcd	Unknown	4,465	401	5,51	77120	5,178	06/03/15 07:57
28	PR01_EXAMPLE_AAC_0001QC_E2.lcd	Unknown	4,387	263	1,89	73708	5,177	06/03/15 10:35
29	PR01_EXAMPLE_AAC_0001QC_F1.lcd	Unknown	4,456	620	3,47	68720	5,16	06/03/15 13:13
30	PR01_EXAMPLE_AAC_0001QC_G1.lcd	Unknown	4,397	230	2,52	64007	5,163	06/03/15 15:23
31	PR01_EXAMPLE_AAC_0001QC_G2.lcd	Unknown	4,476	185	2,63	61483	5,166	06/03/15 15:52
32	PR01_EXAMPLE_AAC_0001QC_H1.lcd	Unknown	4,469	581	7,8	58177	5,16	06/03/15 17:47
33	PR01_EXAMPLE_AAC_0001QC_H2.lcd	Unknown	4,45	741	8,78	58108	5,165	06/03/15 18:16
34	PR01_EXAMPLE_AAC_003_A1.lcd	Unknown	4,402	455	1,82	67224	5,154	06/03/15 14:11
35	PR01_EXAMPLE_AAC_007_A1.lcd	Unknown	4,419	211	3,63	71689	5,186	06/03/15 00:01
36	PR01_EXAMPLE_AAC_013_A1.lcd	Unknown	4,411	166	10,8	66949	5,193	05/03/15 23:47
37	PR01_EXAMPLE_AAC_015_A1.lcd	Unknown	4,304	98	3,8	70766	5,182	06/03/15 06:16
38	PR01_EXAMPLE_AAC_016_A1.lcd	Unknown	4,413	318	5,47	69099	5,186	06/03/15 02:11
39	PR01_EXAMPLE_AAC_018_A1.lcd	Unknown	4,454	470	9,05	63947	5,168	06/03/15 08:26
40	PR01_EXAMPLE_AAC_019_A1.lcd	Unknown	4,321	169	4,75	63511	5,171	06/03/15 08:54
41	PR01_EXAMPLE_AAC_031_A1.lcd	Unknown	4,426	319	79,2	66943	5,173	06/03/15 10:50
42	PR01_EXAMPLE_AAC_032_A1.lcd	Unknown	4,485	576	13,78	79027	5,189	05/03/15 22:35
43	PR01_EXAMPLE_AAC_038_A1.lcd	Unknown	4,468	1107	3,31	65534	5,165	06/03/15 12:02
44	PR01_EXAMPLE_AAC_042_A1.lcd	Unknown	4,419	214	6,27	61253	5,188	06/03/15 07:28
45	PR01_EXAMPLE_AAC_046_A1.lcd	Unknown	4,436	344	4,44	83241	5,181	06/03/15 09:09
46	PR01_EXAMPLE_AAC_052_A1.lcd	Unknown	4,466	2911	10,4	61955	5,163	06/03/15 14:26
47	PR01_EXAMPLE_AAC_057_A1.lcd	Unknown	4,491	1393	12,64	59430	5,181	06/03/15 04:35
48	PR01_EXAMPLE_AAC_059_A1.lcd	Unknown	4,41	503	8,51	72392	5,17	06/03/15 11:47
49	PR01_EXAMPLE_AAC_070_A1.lcd	Unknown	4,438	363	4,83	79451	5,184	06/03/15 07:42
50	PR01_EXAMPLE_AAC_071_A1.lcd	Unknown	4,475	984	13,87	77614	5,179	05/03/15 21:23
51	PR01_EXAMPLE_AAC_071_B1.lcd	Unknown	4,387	470	4,42	65297	5,163	06/03/15 15:09
52	PR01_EXAMPLE_AAC_073_A1.lcd	Unknown	4,389	334	11,59	78112	5,184	05/03/15 23:04
53	PR01_EXAMPLE_AAC_076_A1.lcd	Unknown	4,391	260	8,22	62123	5,157	06/03/15 14:40
54	PR01_EXAMPLE_AAC_077_A1.lcd	Unknown	4,427	111	0,83	87795	5,166	06/03/15 12:16
55	PR01_EXAMPLE_AAC_078_A1.lcd	Unknown	4,481	151	3,95	51433	5,175	06/03/15 04:07
56	PR01_EXAMPLE_AAC_081_A1.lcd	Unknown	4,412	238	5,34	64751	5,163	06/03/15 14:54
57	PR01_EXAMPLE_AAC_082_A1.lcd	Unknown	4,49	148	3,05	71269	5,186	06/03/15 01:42
58	PR01_EXAMPLE_AAC_083_A1.lcd	Unknown	4,415	90	6,79	73232	5,188	05/03/15 21:09
59	PR01_EXAMPLE_AAC_085_A1.lcd	Unknown	4,443	149	6,86	81955	5,183	06/03/15 01:57
60	PR01_EXAMPLE_AAC_088_A1.lcd	Unknown	4,42	197	2,65	56284	5,179	06/03/15 05:47
61	PR01_EXAMPLE_AAC_090_A1.lcd	Unknown	4,482	6667	22,88	59961	5,175	06/03/15 02:25
62	PR01_EXAMPLE_AAC_091_A1.lcd	Unknown	4,414	197	6,05	71926	5,184	05/03/15 21:52
63	PR01_EXAMPLE_AAC_092_A1.lcd	Unknown	4,418	433	7,44	61709	5,172	06/03/15 12:45
64	PR01_EXAMPLE_AAC_096_A1.lcd	Unknown	4,421	351	11,93	66957	5,165	06/03/15 12:30
65	PR01_EXAMPLE_AAC_098_A1.lcd	Unknown	4,444	427	6,5	72891	5,186	05/03/15 23:18
66	PR01_EXAMPLE_AAC_098_B1.lcd	Unknown	4,398	116	2,27	63659	5,169	06/03/15 13:42
67	PR01_EXAMPLE_AAC_108_A1.lcd	Unknown	4,482	718	3,47	62054	5,188	05/03/15 19:56
68	PR01_EXAMPLE_AAC_110_A1.lcd	Unknown	4,42	311	5,97	56379	5,192	06/03/15 00:16
69	PR01_EXAMPLE_AAC_115_A1.lcd	Unknown	4,4	177	5,96	63218	5,174	06/03/15 08:11
70	PR01_EXAMPLE_AAC_120_A1.lcd	Unknown	4,376	160	3,41	70723	5,165	06/03/15 12:59
71	PR01_EXAMPLE_AAC_122_A1.lcd	Unknown	4,411	236	5,48	63579	5,175	06/03/15 11:04
72	PR01_EXAMPLE_AAC_125_A1.lcd	Unknown	4,482	483	5,54	67741	5,173	06/03/15 09:38
73	PR01_EXAMPLE_AAC_126_A1.lcd	Unknown	4,413	270	6,81	72265	5,185	06/03/15 00:45
74	PR01_EXAMPLE_AAC_131_A1.lcd	Unknown	4,231	127	3,92	67404	5,191	06/03/15 06:59
75	PR01_EXAMPLE_AAC_131_B1.lcd	Unknown	4,405	275	5,2	71997	5,182	06/03/15 05:04
76	PR01_EXAMPLE_AAC_137_A1.lcd	Unknown	4,349	269	5,07	68245	5,184	06/03/15 04:21
77	PR01_EXAMPLE_AAC_139_A1.lcd	Unknown	4,411	427	2,04	72350	5,186	06/03/15 06:02
78	PR01_EXAMPLE_AAC_141_A1.lcd	Unknown	4,472	189	3,64	77581	5,178	05/03/15 20:54
79	PR01_EXAMPLE_AAC_143_A1.lcd	Unknown	4,424	168	3,24	68532	5,177	06/03/15 09:52
80	PR01_EXAMPLE_AAC_146_A1.lcd	Unknown	4,416	226	4,54	61649	5,18	06/03/15 10:06
81	PR01_EXAMPLE_AAC_147_A1.lcd	Unknown	4,409	752	6,81	60264	5,179	06/03/15 03:38
82	PR01_EXAMPLE_AAC_148_A1.lcd	Unknown	4,398	250	3,18	66651	5,161	06/03/15 13:57
83	PR01_EXAMPLE_AAC_149_A1.lcd	Unknown	4,573	144	5,95	56301	5,183	06/03/15 02:40
84	PR01_EXAMPLE_AAC_153_A1.lcd	Unknown	4,423	207	3,72	70565	5,181	06/03/15 03:09
85	PR01_EXAMPLE_AAC_153_B1.lcd	Unknown	4,416	153	6,99	66964	5,181	06/03/15 09:23
86	PR01_EXAMPLE_AAC_156_A1.lcd	Unknown	4,426	751	5,18	66798	5,181	06/03/15 06:45
87	PR01_EXAMPLE_AAC_160_A1.lcd	Unknown	4,412	203	3,56	61860	5,181	06/03/15 06:31
88	PR01_EXAMPLE_AAC_163_A1.lcd	Unknown	4,401	179	2,55	65797	5,185	05/03/15 22:21
89	PR01_EXAMPLE_AAC_164_A1.lcd	Unknown	4,566	104	5,2	70531	5,181	05/03/15 23:33
90	PR01_EXAMPLE_AAC_165_A1.lcd	Unknown	4,414	7345	11,4	69124	5,184	06/03/15 00:59
91	PR01_EXAMPLE_AAC_166_A1.lcd	Unknown	4,351	1137	7,5	69551	5,17	06/03/15 05:33
92	PR01_EXAMPLE_AAC_167_A1.lcd	Unknown	-----	-----	-----	59991	5,173	06/03/15 11:18
93	PR01_EXAMPLE_AAC_169_A1.lcd	Unknown	4,471	325	10,85	66906	5,185	06/03/15 03:23
94	PR01_EXAMPLE_AAC_173_A1.lcd	Unknown	4,406	224	4	46081	5,18	05/03/15 20:11
95	PR01_EXAMPLE_AAC_174_A1.lcd	Unknown	4,416	331	7,38	77621	5,179	06/03/15 03:52
96	PR01_EXAMPLE_AAC_176_A1.lcd	Unknown	4,369	1291	22,24	57739	5,165	06/03/15 13:28
97	PR01_EXAMPLE_AAC_179_A1.lcd	Unknown	4,407	89	3,23	69796	5,192	06/03/15 01:13
98	PR01_EXAMPLE_AAC_179_B1.lcd	Unknown	4,374	191	3,7	82923	5,158	06/03/15 11:33
99	PR01_EXAMPLE_AAC_182_A1.lcd	Unknown	4,417	137	5,67	64963	5,176	06/03/15 10:21
100	PR01_EXAMPLE_AAC_183_A1.lcd	Unknown	4,407	235	5,57	70340	5,184	05/03/15 21:37
101	PR01_EXAMPLE_AAC_187_A1.lcd	Unknown	4,41	212	5,27	75192	5,184	06/03/15 01:28
102	PR01_EXAMPLE_AAC_193_A1.lcd	Unknown	4,412	294	5,84	53043	5,179	06/03/15 04:50
103	PR01_EXAMPLE_AAC_193_B1.lcd	Unknown	4,421	380	8,14	67036	5,176	06/03/15 07:14
104	PR01_EXAMPLE_AAC_194_A1.lcd	Unknown	4,406	477	5	78050	5,189	05/03/15 20:40
105	PR01_EXAMPLE_AAC_196_A1.lcd	Unknown	4,433	106	4,82	70688	5,196	05/03/15 20:25
106	PR01_EXAMPLE_AAC_197_A1.lcd	Unknown	4,581	109	3,39	80795	5,19	05/03/15 22:49
107	PR01_EXAMPLE_AAC_198_A1.lcd	Unknown	4,418	122	1,55	67818	5,177	06/03/15 08:40
								
ID#	11							
Name	8-iso-15(R)-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0001BLANK_A1.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 17:03
2	PR01_EXAMPLE_AAC_0001BLANK_A2.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 19:28
3	PR01_EXAMPLE_AAC_0001BLANK_B1.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 15:37
4	PR01_EXAMPLE_AAC_0001BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 18:01
5	PR01_EXAMPLE_AAC_0001CAL0_A1.lcd	Unknown	4,578	1605	3,2	44960	4,64	05/03/15 17:32
6	PR01_EXAMPLE_AAC_0001CAL0_A2.lcd	Unknown	4,557	1610	2,87	45485	4,631	06/03/15 16:06
7	PR01_EXAMPLE_AAC_0001CAL1_A1.lcd	Unknown	4,412	3122	10,16	40757	4,639	05/03/15 17:47
8	PR01_EXAMPLE_AAC_0001CAL1_A2.lcd	Unknown	4,404	3834	12,38	35861	4,629	06/03/15 16:21
9	PR01_EXAMPLE_AAC_0001CAL2_A1.lcd	Unknown	4,417	5804	28,98	38071	4,643	05/03/15 18:01
10	PR01_EXAMPLE_AAC_0001CAL2_A2.lcd	Unknown	4,403	6703	23,94	35392	4,629	06/03/15 16:35
11	PR01_EXAMPLE_AAC_0001CAL3_A1.lcd	Unknown	4,41	11176	41,24	38014	4,64	05/03/15 18:15
12	PR01_EXAMPLE_AAC_0001CAL3_A2.lcd	Unknown	4,398	10816	27,99	35652	4,626	06/03/15 16:50
13	PR01_EXAMPLE_AAC_0001CAL4_A1.lcd	Unknown	4,412	68329	157	45688	4,634	05/03/15 18:30
14	PR01_EXAMPLE_AAC_0001CAL4_A2.lcd	Unknown	4,406	68696	158,17	50669	4,629	06/03/15 17:04
15	PR01_EXAMPLE_AAC_0001CAL5_A1.lcd	Unknown	4,415	108496	188,84	44369	4,646	05/03/15 18:44
16	PR01_EXAMPLE_AAC_0001CAL5_A2.lcd	Unknown	4,398	105287	97,24	45173	4,628	06/03/15 17:18
17	PR01_EXAMPLE_AAC_0001CAL6_A1.lcd	Unknown	4,41	250549	195,91	52934	4,634	05/03/15 18:59
18	PR01_EXAMPLE_AAC_0001CAL6_A2.lcd	Unknown	4,394	222958	237,16	47758	4,615	06/03/15 17:33
19	PR01_EXAMPLE_AAC_0001QC_A1.lcd	Unknown	4,408	706	2,35	40922	4,649	05/03/15 16:49
20	PR01_EXAMPLE_AAC_0001QC_A2.lcd	Unknown	-----	-----	-----	36653	4,644	05/03/15 17:18
21	PR01_EXAMPLE_AAC_0001QC_B1.lcd	Unknown	-----	-----	-----	43126	4,64	05/03/15 19:13
22	PR01_EXAMPLE_AAC_0001QC_B2.lcd	Unknown	-----	-----	-----	40000	4,638	05/03/15 19:42
23	PR01_EXAMPLE_AAC_0001QC_C1.lcd	Unknown	4,261	2098	3,32	38279	4,644	05/03/15 22:06
24	PR01_EXAMPLE_AAC_0001QC_C2.lcd	Unknown	4,585	1061	2,34	34211	4,646	06/03/15 00:30
25	PR01_EXAMPLE_AAC_0001QC_D1.lcd	Unknown	4,288	1193	3,77	36163	4,645	06/03/15 02:54
26	PR01_EXAMPLE_AAC_0001QC_D2.lcd	Unknown	-----	-----	-----	33533	4,642	06/03/15 05:18
27	PR01_EXAMPLE_AAC_0001QC_E1.lcd	Unknown	4,28	1092	2,2	47755	4,639	06/03/15 07:57
28	PR01_EXAMPLE_AAC_0001QC_E2.lcd	Unknown	4,259	1486	2,53	47954	4,638	06/03/15 10:35
29	PR01_EXAMPLE_AAC_0001QC_F1.lcd	Unknown	4,535	992	2,87	50512	4,619	06/03/15 13:13
30	PR01_EXAMPLE_AAC_0001QC_G1.lcd	Unknown	4,166	865	2,47	44864	4,625	06/03/15 15:23
31	PR01_EXAMPLE_AAC_0001QC_G2.lcd	Unknown	4,548	1409	4,34	47041	4,631	06/03/15 15:52
32	PR01_EXAMPLE_AAC_0001QC_H1.lcd	Unknown	-----	-----	-----	43523	4,622	06/03/15 17:47
33	PR01_EXAMPLE_AAC_0001QC_H2.lcd	Unknown	4,594	944	2,93	40797	4,627	06/03/15 18:16
34	PR01_EXAMPLE_AAC_003_A1.lcd	Unknown	-----	-----	-----	50318	4,619	06/03/15 14:11
35	PR01_EXAMPLE_AAC_007_A1.lcd	Unknown	4,301	1522	9,23	45726	4,643	06/03/15 00:01
36	PR01_EXAMPLE_AAC_013_A1.lcd	Unknown	4,303	1663	8,44	46407	4,651	05/03/15 23:47
37	PR01_EXAMPLE_AAC_015_A1.lcd	Unknown	4,292	900	5,06	44991	4,639	06/03/15 06:16
38	PR01_EXAMPLE_AAC_016_A1.lcd	Unknown	4,171	787	3,52	42716	4,645	06/03/15 02:11
39	PR01_EXAMPLE_AAC_018_A1.lcd	Unknown	4,53	747	2,67	47507	4,636	06/03/15 08:26
40	PR01_EXAMPLE_AAC_019_A1.lcd	Unknown	4,497	517	3,59	39027	4,631	06/03/15 08:54
41	PR01_EXAMPLE_AAC_031_A1.lcd	Unknown	4,53	233	2,81	42770	4,635	06/03/15 10:50
42	PR01_EXAMPLE_AAC_032_A1.lcd	Unknown	4,567	1984	6,4	51982	4,646	05/03/15 22:35
43	PR01_EXAMPLE_AAC_038_A1.lcd	Unknown	4,546	3107	5,94	49948	4,63	06/03/15 12:02
44	PR01_EXAMPLE_AAC_042_A1.lcd	Unknown	4,289	1214	4,85	40578	4,646	06/03/15 07:28
45	PR01_EXAMPLE_AAC_046_A1.lcd	Unknown	4,287	6437	24,28	55462	4,64	06/03/15 09:09
46	PR01_EXAMPLE_AAC_052_A1.lcd	Unknown	4,552	4803	4,5	42255	4,625	06/03/15 14:26
47	PR01_EXAMPLE_AAC_057_A1.lcd	Unknown	4,568	472	3,49	36430	4,643	06/03/15 04:35
48	PR01_EXAMPLE_AAC_059_A1.lcd	Unknown	4,4	451	2,66	51900	4,629	06/03/15 11:47
49	PR01_EXAMPLE_AAC_070_A1.lcd	Unknown	4,405	2270	3,87	49551	4,642	06/03/15 07:42
50	PR01_EXAMPLE_AAC_071_A1.lcd	Unknown	-----	-----	-----	46884	4,638	05/03/15 21:23
51	PR01_EXAMPLE_AAC_071_B1.lcd	Unknown	4,271	1664	4,07	46150	4,626	06/03/15 15:09
52	PR01_EXAMPLE_AAC_073_A1.lcd	Unknown	4,276	318	3,43	44399	4,644	05/03/15 23:04
53	PR01_EXAMPLE_AAC_076_A1.lcd	Unknown	4,627	565	4,07	46550	4,617	06/03/15 14:40
54	PR01_EXAMPLE_AAC_077_A1.lcd	Unknown	4,594	468	2,96	56569	4,627	06/03/15 12:16
