ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
30	PR01_EXAMPLE_AAC_0001QC_G1.lcd	Unknown	3,375	1160	3,73	44864	4,625	06/03/15 15:23
31	PR01_EXAMPLE_AAC_0001QC_G2.lcd	Unknown	3,428	602	3,37	47041	4,631	06/03/15 15:52
32	PR01_EXAMPLE_AAC_0001QC_H1.lcd	Unknown	3,378	1518	4,81	43523	4,622	06/03/15 17:47
33	PR01_EXAMPLE_AAC_0001QC_H2.lcd	Unknown	3,395	1746	6,86	40797	4,627	06/03/15 18:16
34	PR01_EXAMPLE_AAC_003_A1.lcd	Unknown	3,38	679	4,43	50318	4,619	06/03/15 14:11
35	PR01_EXAMPLE_AAC_007_A1.lcd	Unknown	3,443	1796	4,95	45726	4,643	06/03/15 00:01
36	PR01_EXAMPLE_AAC_013_A1.lcd	Unknown	3,463	331	4,03	46407	4,651	05/03/15 23:47
37	PR01_EXAMPLE_AAC_015_A1.lcd	Unknown	3,417	1732	12,49	44991	4,639	06/03/15 06:16
38	PR01_EXAMPLE_AAC_016_A1.lcd	Unknown	3,455	905	4,03	42716	4,645	06/03/15 02:11
39	PR01_EXAMPLE_AAC_018_A1.lcd	Unknown	3,411	783	5,29	47507	4,636	06/03/15 08:26
40	PR01_EXAMPLE_AAC_019_A1.lcd	Unknown	3,408	1032	6,62	39027	4,631	06/03/15 08:54
41	PR01_EXAMPLE_AAC_031_A1.lcd	Unknown	3,4	1848	5,35	42770	4,635	06/03/15 10:50
42	PR01_EXAMPLE_AAC_032_A1.lcd	Unknown	3,397	1335	5,12	51982	4,646	05/03/15 22:35
43	PR01_EXAMPLE_AAC_038_A1.lcd	Unknown	3,425	559	1,63	49948	4,63	06/03/15 12:02
44	PR01_EXAMPLE_AAC_042_A1.lcd	Unknown	3,453	1205	7,17	40578	4,646	06/03/15 07:28
45	PR01_EXAMPLE_AAC_046_A1.lcd	Unknown	3,404	1040	3,36	55462	4,64	06/03/15 09:09
46	PR01_EXAMPLE_AAC_052_A1.lcd	Unknown	3,391	1472	8,43	42255	4,625	06/03/15 14:26
47	PR01_EXAMPLE_AAC_057_A1.lcd	Unknown	3,407	489	7,88	36430	4,643	06/03/15 04:35
48	PR01_EXAMPLE_AAC_059_A1.lcd	Unknown	3,394	2340	6,38	51900	4,629	06/03/15 11:47
49	PR01_EXAMPLE_AAC_070_A1.lcd	Unknown	3,422	1837	4,61	49551	4,642	06/03/15 07:42
50	PR01_EXAMPLE_AAC_071_A1.lcd	Unknown	3,449	634	3,84	46884	4,638	05/03/15 21:23
51	PR01_EXAMPLE_AAC_071_B1.lcd	Unknown	3,425	1747	7,16	46150	4,626	06/03/15 15:09
52	PR01_EXAMPLE_AAC_073_A1.lcd	Unknown	3,447	706	4,72	44399	4,644	05/03/15 23:04
53	PR01_EXAMPLE_AAC_076_A1.lcd	Unknown	3,426	772	2,19	46550	4,617	06/03/15 14:40
54	PR01_EXAMPLE_AAC_077_A1.lcd	Unknown	3,386	1250	2,71	56569	4,627	06/03/15 12:16
55	PR01_EXAMPLE_AAC_078_A1.lcd	Unknown	3,4	1579	6,48	33089	4,633	06/03/15 04:07
56	PR01_EXAMPLE_AAC_081_A1.lcd	Unknown	3,384	1254	5,65	50486	4,624	06/03/15 14:54
57	PR01_EXAMPLE_AAC_082_A1.lcd	Unknown	3,46	306	3,55	40280	4,645	06/03/15 01:42
58	PR01_EXAMPLE_AAC_083_A1.lcd	Unknown	3,446	492	4,19	46914	4,639	05/03/15 21:09
59	PR01_EXAMPLE_AAC_085_A1.lcd	Unknown	3,433	1164	4,24	50549	4,644	06/03/15 01:57
60	PR01_EXAMPLE_AAC_088_A1.lcd	Unknown	3,404	1670	9,51	39507	4,638	06/03/15 05:47
61	PR01_EXAMPLE_AAC_090_A1.lcd	Unknown	3,395	1666	7,78	38072	4,641	06/03/15 02:25
62	PR01_EXAMPLE_AAC_091_A1.lcd	Unknown	3,415	897	4,11	46733	4,644	05/03/15 21:52
63	PR01_EXAMPLE_AAC_092_A1.lcd	Unknown	3,446	896	6,1	40493	4,637	06/03/15 12:45
64	PR01_EXAMPLE_AAC_096_A1.lcd	Unknown	3,398	1308	7,15	47777	4,625	06/03/15 12:30
65	PR01_EXAMPLE_AAC_098_A1.lcd	Unknown	3,398	857	5	48010	4,647	05/03/15 23:18
66	PR01_EXAMPLE_AAC_098_B1.lcd	Unknown	3,331	372	1,23	47909	4,628	06/03/15 13:42
67	PR01_EXAMPLE_AAC_108_A1.lcd	Unknown	3,414	907	5,71	39392	4,639	05/03/15 19:56
68	PR01_EXAMPLE_AAC_110_A1.lcd	Unknown	3,418	549	3,38	34582	4,651	06/03/15 00:16
69	PR01_EXAMPLE_AAC_115_A1.lcd	Unknown	3,42	883	1,48	42583	4,63	06/03/15 08:11
70	PR01_EXAMPLE_AAC_120_A1.lcd	Unknown	3,423	1152	6,28	49399	4,631	06/03/15 12:59
71	PR01_EXAMPLE_AAC_122_A1.lcd	Unknown	3,435	1306	7,36	42725	4,633	06/03/15 11:04
72	PR01_EXAMPLE_AAC_125_A1.lcd	Unknown	3,418	1367	5,91	41302	4,633	06/03/15 09:38
73	PR01_EXAMPLE_AAC_126_A1.lcd	Unknown	3,405	1241	8,03	42257	4,639	06/03/15 00:45
74	PR01_EXAMPLE_AAC_131_A1.lcd	Unknown	3,415	546	12,05	41123	4,646	06/03/15 06:59
75	PR01_EXAMPLE_AAC_131_B1.lcd	Unknown	3,402	661	4,39	44216	4,638	06/03/15 05:04
76	PR01_EXAMPLE_AAC_137_A1.lcd	Unknown	3,426	833	3,94	42687	4,644	06/03/15 04:21
77	PR01_EXAMPLE_AAC_139_A1.lcd	Unknown	3,403	740	3,71	44816	4,643	06/03/15 06:02
78	PR01_EXAMPLE_AAC_141_A1.lcd	Unknown	3,4	1736	4,18	52356	4,638	05/03/15 20:54
79	PR01_EXAMPLE_AAC_143_A1.lcd	Unknown	3,46	814	3,73	42741	4,643	06/03/15 09:52
80	PR01_EXAMPLE_AAC_146_A1.lcd	Unknown	3,422	1030	9,28	43977	4,644	06/03/15 10:06
81	PR01_EXAMPLE_AAC_147_A1.lcd	Unknown	3,441	534	4,88	39886	4,64	06/03/15 03:38
82	PR01_EXAMPLE_AAC_148_A1.lcd	Unknown	3,404	942	0,87	42951	4,624	06/03/15 13:57
83	PR01_EXAMPLE_AAC_149_A1.lcd	Unknown	3,442	899	7,14	36394	4,644	06/03/15 02:40
84	PR01_EXAMPLE_AAC_153_A1.lcd	Unknown	3,422	1114	5,68	42489	4,645	06/03/15 03:09
85	PR01_EXAMPLE_AAC_153_B1.lcd	Unknown	3,402	1383	6,6	42424	4,636	06/03/15 09:23
86	PR01_EXAMPLE_AAC_156_A1.lcd	Unknown	3,409	1176	5,43	44770	4,641	06/03/15 06:45
87	PR01_EXAMPLE_AAC_160_A1.lcd	Unknown	3,451	688	4,2	36558	4,642	06/03/15 06:31
88	PR01_EXAMPLE_AAC_163_A1.lcd	Unknown	3,46	805	5,47	43706	4,644	05/03/15 22:21
89	PR01_EXAMPLE_AAC_164_A1.lcd	Unknown	3,393	1802	4,92	41199	4,639	05/03/15 23:33
90	PR01_EXAMPLE_AAC_165_A1.lcd	Unknown	3,443	686	4,46	42307	4,646	06/03/15 00:59
91	PR01_EXAMPLE_AAC_166_A1.lcd	Unknown	3,531	705	2,98	46740	4,635	06/03/15 05:33
92	PR01_EXAMPLE_AAC_167_A1.lcd	Unknown	3,398	1363	5,74	46933	4,635	06/03/15 11:18
93	PR01_EXAMPLE_AAC_169_A1.lcd	Unknown	3,421	1582	5,62	49233	4,642	06/03/15 03:23
94	PR01_EXAMPLE_AAC_173_A1.lcd	Unknown	3,391	1089	2,72	43735	4,633	05/03/15 20:11
95	PR01_EXAMPLE_AAC_174_A1.lcd	Unknown	3,41	1100	6,53	52720	4,643	06/03/15 03:52
96	PR01_EXAMPLE_AAC_176_A1.lcd	Unknown	3,393	1537	8,61	53228	4,63	06/03/15 13:28
97	PR01_EXAMPLE_AAC_179_A1.lcd	Unknown	3,444	408	4,04	40751	4,65	06/03/15 01:13
98	PR01_EXAMPLE_AAC_179_B1.lcd	Unknown	3,406	462	1,09	49840	4,619	06/03/15 11:33
99	PR01_EXAMPLE_AAC_182_A1.lcd	Unknown	3,411	1399	11,08	46653	4,635	06/03/15 10:21
100	PR01_EXAMPLE_AAC_183_A1.lcd	Unknown	3,444	399	3,03	43667	4,64	05/03/15 21:37
101	PR01_EXAMPLE_AAC_187_A1.lcd	Unknown	3,449	445	2,7	45600	4,639	06/03/15 01:28
102	PR01_EXAMPLE_AAC_193_A1.lcd	Unknown	3,434	384	3,86	36234	4,641	06/03/15 04:50
103	PR01_EXAMPLE_AAC_193_B1.lcd	Unknown	3,46	670	3,03	46475	4,636	06/03/15 07:14
104	PR01_EXAMPLE_AAC_194_A1.lcd	Unknown	3,46	414	4,8	48643	4,643	05/03/15 20:40
105	PR01_EXAMPLE_AAC_196_A1.lcd	Unknown	3,462	688	6,29	41942	4,652	05/03/15 20:25
106	PR01_EXAMPLE_AAC_197_A1.lcd	Unknown	3,477	1040	5,41	47617	4,646	05/03/15 22:49
107	PR01_EXAMPLE_AAC_198_A1.lcd	Unknown	3,417	998	3,19	42276	4,64	06/03/15 08:40
								
ID#	2							
Name	8-iso-PGF3a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0001BLANK_A1.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 17:03
2	PR01_EXAMPLE_AAC_0001BLANK_A2.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 19:28
3	PR01_EXAMPLE_AAC_0001BLANK_B1.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 15:37
4	PR01_EXAMPLE_AAC_0001BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 18:01
5	PR01_EXAMPLE_AAC_0001CAL0_A1.lcd	Unknown	3,69	18292	8,77	44960	4,64	05/03/15 17:32
6	PR01_EXAMPLE_AAC_0001CAL0_A2.lcd	Unknown	3,653	9915	6,14	45485	4,631	06/03/15 16:06
7	PR01_EXAMPLE_AAC_0001CAL1_A1.lcd	Unknown	3,676	8672	5,6	40757	4,639	05/03/15 17:47
8	PR01_EXAMPLE_AAC_0001CAL1_A2.lcd	Unknown	3,668	7462	5,22	35861	4,629	06/03/15 16:21
9	PR01_EXAMPLE_AAC_0001CAL2_A1.lcd	Unknown	3,683	12255	5,46	38071	4,643	05/03/15 18:01
10	PR01_EXAMPLE_AAC_0001CAL2_A2.lcd	Unknown	3,835	8806	4,56	35392	4,629	06/03/15 16:35
11	PR01_EXAMPLE_AAC_0001CAL3_A1.lcd	Unknown	3,845	8054	6,3	38014	4,64	05/03/15 18:15
12	PR01_EXAMPLE_AAC_0001CAL3_A2.lcd	Unknown	3,827	10806	7,63	35652	4,626	06/03/15 16:50
13	PR01_EXAMPLE_AAC_0001CAL4_A1.lcd	Unknown	3,835	37136	29,8	45688	4,634	05/03/15 18:30
14	PR01_EXAMPLE_AAC_0001CAL4_A2.lcd	Unknown	3,832	36002	24,42	50669	4,629	06/03/15 17:04
15	PR01_EXAMPLE_AAC_0001CAL5_A1.lcd	Unknown	3,837	55567	45,17	44369	4,646	05/03/15 18:44
16	PR01_EXAMPLE_AAC_0001CAL5_A2.lcd	Unknown	3,825	55247	33,61	45173	4,628	06/03/15 17:18
17	PR01_EXAMPLE_AAC_0001CAL6_A1.lcd	Unknown	3,837	125336	49,97	52934	4,634	05/03/15 18:59
18	PR01_EXAMPLE_AAC_0001CAL6_A2.lcd	Unknown	3,824	115809	54,99	47758	4,615	06/03/15 17:33
19	PR01_EXAMPLE_AAC_0001QC_A1.lcd	Unknown	3,666	7351	6,43	40922	4,649	05/03/15 16:49
20	PR01_EXAMPLE_AAC_0001QC_A2.lcd	Unknown	3,685	8712	7,25	36653	4,644	05/03/15 17:18
21	PR01_EXAMPLE_AAC_0001QC_B1.lcd	Unknown	3,676	10096	8,58	43126	4,64	05/03/15 19:13
22	PR01_EXAMPLE_AAC_0001QC_B2.lcd	Unknown	3,99	6839	3,51	40000	4,638	05/03/15 19:42
23	PR01_EXAMPLE_AAC_0001QC_C1.lcd	Unknown	3,679	10834	8,04	38279	4,644	05/03/15 22:06
24	PR01_EXAMPLE_AAC_0001QC_C2.lcd	Unknown	3,685	7330	7,78	34211	4,646	06/03/15 00:30
25	PR01_EXAMPLE_AAC_0001QC_D1.lcd	Unknown	3,673	8040	7,82	36163	4,645	06/03/15 02:54
26	PR01_EXAMPLE_AAC_0001QC_D2.lcd	Unknown	3,683	10559	10,09	33533	4,642	06/03/15 05:18
27	PR01_EXAMPLE_AAC_0001QC_E1.lcd	Unknown	3,995	9605	3,65	47755	4,639	06/03/15 07:57
28	PR01_EXAMPLE_AAC_0001QC_E2.lcd	Unknown	3,677	14128	9,23	47954	4,638	06/03/15 10:35
29	PR01_EXAMPLE_AAC_0001QC_F1.lcd	Unknown	3,683	15046	6,35	50512	4,619	06/03/15 13:13
30	PR01_EXAMPLE_AAC_0001QC_G1.lcd	Unknown	3,66	11798	5,47	44864	4,625	06/03/15 15:23
31	PR01_EXAMPLE_AAC_0001QC_G2.lcd	Unknown	3,665	10287	5,58	47041	4,631	06/03/15 15:52
32	PR01_EXAMPLE_AAC_0001QC_H1.lcd	Unknown	3,657	8126	5,63	43523	4,622	06/03/15 17:47
33	PR01_EXAMPLE_AAC_0001QC_H2.lcd	Unknown	3,98	10714	2,59	40797	4,627	06/03/15 18:16
34	PR01_EXAMPLE_AAC_003_A1.lcd	Unknown	3,964	6660	1,36	50318	4,619	06/03/15 14:11
35	PR01_EXAMPLE_AAC_007_A1.lcd	Unknown	3,758	19025	9,45	45726	4,643	06/03/15 00:01
36	PR01_EXAMPLE_AAC_013_A1.lcd	Unknown	-----	-----	-----	46407	4,651	05/03/15 23:47
37	PR01_EXAMPLE_AAC_015_A1.lcd	Unknown	3,689	5109	4,82	44991	4,639	06/03/15 06:16
38	PR01_EXAMPLE_AAC_016_A1.lcd	Unknown	3,759	9556	8,77	42716	4,645	06/03/15 02:11
39	PR01_EXAMPLE_AAC_018_A1.lcd	Unknown	3,686	18385	10,56	47507	4,636	06/03/15 08:26
40	PR01_EXAMPLE_AAC_019_A1.lcd	Unknown	3,676	3508	3,53	39027	4,631	06/03/15 08:54
41	PR01_EXAMPLE_AAC_031_A1.lcd	Unknown	3,715	21817	8,45	42770	4,635	06/03/15 10:50
42	PR01_EXAMPLE_AAC_032_A1.lcd	Unknown	3,776	5742	3,12	51982	4,646	05/03/15 22:35
43	PR01_EXAMPLE_AAC_038_A1.lcd	Unknown	-----	-----	-----	49948	4,63	06/03/15 12:02
44	PR01_EXAMPLE_AAC_042_A1.lcd	Unknown	3,684	10700	6,87	40578	4,646	06/03/15 07:28
45	PR01_EXAMPLE_AAC_046_A1.lcd	Unknown	3,762	12851	5,85	55462	4,64	06/03/15 09:09
46	PR01_EXAMPLE_AAC_052_A1.lcd	Unknown	3,876	1262	2,29	42255	4,625	06/03/15 14:26
47	PR01_EXAMPLE_AAC_057_A1.lcd	Unknown	3,679	4500	7,8	36430	4,643	06/03/15 04:35
48	PR01_EXAMPLE_AAC_059_A1.lcd	Unknown	3,672	15053	13,06	51900	4,629	06/03/15 11:47
49	PR01_EXAMPLE_AAC_070_A1.lcd	Unknown	4,005	26070	3,21	49551	4,642	06/03/15 07:42
50	PR01_EXAMPLE_AAC_071_A1.lcd	Unknown	3,706	13260	7,68	46884	4,638	05/03/15 21:23
51	PR01_EXAMPLE_AAC_071_B1.lcd	Unknown	3,953	5610	0,64	46150	4,626	06/03/15 15:09
52	PR01_EXAMPLE_AAC_073_A1.lcd	Unknown	3,681	12166	13,58	44399	4,644	05/03/15 23:04
53	PR01_EXAMPLE_AAC_076_A1.lcd	Unknown	3,776	7489	3,52	46550	4,617	06/03/15 14:40
54	PR01_EXAMPLE_AAC_077_A1.lcd	Unknown	3,721	13355	5,88	56569	4,627	06/03/15 12:16
55	PR01_EXAMPLE_AAC_078_A1.lcd	Unknown	-----	-----	-----	33089	4,633	06/03/15 04:07
56	PR01_EXAMPLE_AAC_081_A1.lcd	Unknown	3,746	6115	4,38	50486	4,624	06/03/15 14:54
57	PR01_EXAMPLE_AAC_082_A1.lcd	Unknown	3,69	23347	22,65	40280	4,645	06/03/15 01:42
58	PR01_EXAMPLE_AAC_083_A1.lcd	Unknown	4,007	6117	5,24	46914	4,639	05/03/15 21:09
59	PR01_EXAMPLE_AAC_085_A1.lcd	Unknown	3,675	6166	6,81	50549	4,644	06/03/15 01:57
60	PR01_EXAMPLE_AAC_088_A1.lcd	Unknown	-----	-----	-----	39507	4,638	06/03/15 05:47
61	PR01_EXAMPLE_AAC_090_A1.lcd	Unknown	3,882	3775	2,1	38072	4,641	06/03/15 02:25
62	PR01_EXAMPLE_AAC_091_A1.lcd	Unknown	3,665	11954	13,54	46733	4,644	05/03/15 21:52
63	PR01_EXAMPLE_AAC_092_A1.lcd	Unknown	-----	-----	-----	40493	4,637	06/03/15 12:45
64	PR01_EXAMPLE_AAC_096_A1.lcd	Unknown	3,876	8622	1,92	47777	4,625	06/03/15 12:30
65	PR01_EXAMPLE_AAC_098_A1.lcd	Unknown	3,959	7393	1,08	48010	4,647	05/03/15 23:18
66	PR01_EXAMPLE_AAC_098_B1.lcd	Unknown	3,666	8953	5,87	47909	4,628	06/03/15 13:42
67	PR01_EXAMPLE_AAC_108_A1.lcd	Unknown	3,683	13967	5,86	39392	4,639	05/03/15 19:56
68	PR01_EXAMPLE_AAC_110_A1.lcd	Unknown	3,677	5808	6,17	34582	4,651	06/03/15 00:16
69	PR01_EXAMPLE_AAC_115_A1.lcd	Unknown	3,68	11269	6,41	42583	4,63	06/03/15 08:11
70	PR01_EXAMPLE_AAC_120_A1.lcd	Unknown	-----	-----	-----	49399	4,631	06/03/15 12:59
71	PR01_EXAMPLE_AAC_122_A1.lcd	Unknown	3,745	4678	3,43	42725	4,633	06/03/15 11:04
72	PR01_EXAMPLE_AAC_125_A1.lcd	Unknown	3,876	8288	4,26	41302	4,633	06/03/15 09:38
73	PR01_EXAMPLE_AAC_126_A1.lcd	Unknown	3,738	2841	2,84	42257	4,639	06/03/15 00:45
74	PR01_EXAMPLE_AAC_131_A1.lcd	Unknown	3,688	9239	7,71	41123	4,646	06/03/15 06:59
75	PR01_EXAMPLE_AAC_131_B1.lcd	Unknown	3,677	13555	10,05	44216	4,638	06/03/15 05:04
76	PR01_EXAMPLE_AAC_137_A1.lcd	Unknown	3,806	5253	2,29	42687	4,644	06/03/15 04:21
77	PR01_EXAMPLE_AAC_139_A1.lcd	Unknown	-----	-----	-----	44816	4,643	06/03/15 06:02
78	PR01_EXAMPLE_AAC_141_A1.lcd	Unknown	3,993	10653	1,82	52356	4,638	05/03/15 20:54
79	PR01_EXAMPLE_AAC_143_A1.lcd	Unknown	3,799	5191	4,3	42741	4,643	06/03/15 09:52
80	PR01_EXAMPLE_AAC_146_A1.lcd	Unknown	3,678	5862	5,36	43977	4,644	06/03/15 10:06
81	PR01_EXAMPLE_AAC_147_A1.lcd	Unknown	3,666	13725	10,89	39886	4,64	06/03/15 03:38
82	PR01_EXAMPLE_AAC_148_A1.lcd	Unknown	3,661	3163	4,27	42951	4,624	06/03/15 13:57
83	PR01_EXAMPLE_AAC_149_A1.lcd	Unknown	3,678	6562	4,1	36394	4,644	06/03/15 02:40
84	PR01_EXAMPLE_AAC_153_A1.lcd	Unknown	-----	-----	-----	42489	4,645	06/03/15 03:09
85	PR01_EXAMPLE_AAC_153_B1.lcd	Unknown	3,678	9532	7,83	42424	4,636	06/03/15 09:23
86	PR01_EXAMPLE_AAC_156_A1.lcd	Unknown	-----	-----	-----	44770	4,641	06/03/15 06:45
87	PR01_EXAMPLE_AAC_160_A1.lcd	Unknown	3,689	11807	6,1	36558	4,642	06/03/15 06:31
88	PR01_EXAMPLE_AAC_163_A1.lcd	Unknown	3,68	13259	6,14	43706	4,644	05/03/15 22:21
89	PR01_EXAMPLE_AAC_164_A1.lcd	Unknown	3,721	7300	4,86	41199	4,639	05/03/15 23:33
90	PR01_EXAMPLE_AAC_165_A1.lcd	Unknown	3,677	3584	3,94	42307	4,646	06/03/15 00:59
91	PR01_EXAMPLE_AAC_166_A1.lcd	Unknown	-----	-----	-----	46740	4,635	06/03/15 05:33
92	PR01_EXAMPLE_AAC_167_A1.lcd	Unknown	3,729	3704	6,04	46933	4,635	06/03/15 11:18
93	PR01_EXAMPLE_AAC_169_A1.lcd	Unknown	3,686	14509	13,33	49233	4,642	06/03/15 03:23
94	PR01_EXAMPLE_AAC_173_A1.lcd	Unknown	3,685	27153	29,09	43735	4,633	05/03/15 20:11
95	PR01_EXAMPLE_AAC_174_A1.lcd	Unknown	3,679	10007	7,8	52720	4,643	06/03/15 03:52
96	PR01_EXAMPLE_AAC_176_A1.lcd	Unknown	3,697	8122	3,85	53228	4,63	06/03/15 13:28
97	PR01_EXAMPLE_AAC_179_A1.lcd	Unknown	3,701	12503	14,27	40751	4,65	06/03/15 01:13
98	PR01_EXAMPLE_AAC_179_B1.lcd	Unknown	3,677	10859	12,13	49840	4,619	06/03/15 11:33
99	PR01_EXAMPLE_AAC_182_A1.lcd	Unknown	3,687	23025	16,38	46653	4,635	06/03/15 10:21
100	PR01_EXAMPLE_AAC_183_A1.lcd	Unknown	3,768	11600	4,98	43667	4,64	05/03/15 21:37
101	PR01_EXAMPLE_AAC_187_A1.lcd	Unknown	3,68	7007	2,65	45600	4,639	06/03/15 01:28
102	PR01_EXAMPLE_AAC_193_A1.lcd	Unknown	3,892	6734	2,96	36234	4,641	06/03/15 04:50
103	PR01_EXAMPLE_AAC_193_B1.lcd	Unknown	3,674	9141	6,87	46475	4,636	06/03/15 07:14
104	PR01_EXAMPLE_AAC_194_A1.lcd	Unknown	3,678	14793	7,24	48643	4,643	05/03/15 20:40
105	PR01_EXAMPLE_AAC_196_A1.lcd	Unknown	3,686	3009	3,87	41942	4,652	05/03/15 20:25
106	PR01_EXAMPLE_AAC_197_A1.lcd	Unknown	3,698	14362	9,49	47617	4,646	05/03/15 22:49
107	PR01_EXAMPLE_AAC_198_A1.lcd	Unknown	3,785	4615	5,75	42276	4,64	06/03/15 08:40
								
ID#	3							
Name	2_3-dinor-11b-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0001BLANK_A1.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 17:03
2	PR01_EXAMPLE_AAC_0001BLANK_A2.lcd	Unknown	-----	-----	-----	-----	-----	05/03/15 19:28
3	PR01_EXAMPLE_AAC_0001BLANK_B1.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 15:37
4	PR01_EXAMPLE_AAC_0001BLANK_B2.lcd	Unknown	-----	-----	-----	-----	-----	06/03/15 18:01
5	PR01_EXAMPLE_AAC_0001CAL0_A1.lcd	Unknown	4,029	790	33,68	191620	5,205	05/03/15 17:32
6	PR01_EXAMPLE_AAC_0001CAL0_A2.lcd	Unknown	4,001	565	38,72	177642	5,192	06/03/15 16:06
7	PR01_EXAMPLE_AAC_0001CAL1_A1.lcd	Unknown	3,849	2789	532,4	156941	5,204	05/03/15 17:47
8	PR01_EXAMPLE_AAC_0001CAL1_A2.lcd	Unknown	3,847	2279	52,85	138528	5,192	06/03/15 16:21
9	PR01_EXAMPLE_AAC_0001CAL2_A1.lcd	Unknown	3,851	4240	340,95	155428	5,21	05/03/15 18:01
10	PR01_EXAMPLE_AAC_0001CAL2_A2.lcd	Unknown	3,849	4337	146,22	135512	5,194	06/03/15 16:35
