ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
54	PR01_EXAMPLE_AAC_044_A1.lcd	Unknown	4,697	49254	127,26	49254	4,697	11/03/15 17:18
55	PR01_EXAMPLE_AAC_045_A1.lcd	Unknown	4,739	53897	334,61	53897	4,739	12/03/15 11:46
56	PR01_EXAMPLE_AAC_048_A1.lcd	Unknown	4,767	83093	379,58	83093	4,767	12/03/15 07:27
57	PR01_EXAMPLE_AAC_049_A1.lcd	Unknown	4,781	89044	313,91	89044	4,781	12/03/15 00:29
58	PR01_EXAMPLE_AAC_050_A1.lcd	Unknown	4,767	79483	303,34	79483	4,767	12/03/15 06:44
59	PR01_EXAMPLE_AAC_051_A1.lcd	Unknown	4,767	66569	176,3	66569	4,767	12/03/15 04:20
60	PR01_EXAMPLE_AAC_054_A1.lcd	Unknown	4,702	24422	174,23	24422	4,702	11/03/15 16:35
61	PR01_EXAMPLE_AAC_055_A1.lcd	Unknown	4,767	74172	209,95	74172	4,767	12/03/15 04:06
62	PR01_EXAMPLE_AAC_056_A1.lcd	Unknown	4,741	51045	119,17	51045	4,741	12/03/15 12:01
63	PR01_EXAMPLE_AAC_056_B1.lcd	Unknown	4,772	68867	181,63	68867	4,772	12/03/15 01:41
64	PR01_EXAMPLE_AAC_060_A1.lcd	Unknown	4,703	40458	216,37	40458	4,703	11/03/15 15:52
65	PR01_EXAMPLE_AAC_061_A1.lcd	Unknown	4,734	60435	209,38	60435	4,734	12/03/15 11:32
66	PR01_EXAMPLE_AAC_063_A1.lcd	Unknown	4,775	89182	393,8	89182	4,775	12/03/15 00:15
67	PR01_EXAMPLE_AAC_064_A1.lcd	Unknown	4,768	72962	180,17	72962	4,768	12/03/15 06:59
68	PR01_EXAMPLE_AAC_067_A1.lcd	Unknown	4,76	61538	64,56	61538	4,76	12/03/15 04:35
69	PR01_EXAMPLE_AAC_068_A1.lcd	Unknown	4,683	48974	162,84	48974	4,683	11/03/15 18:16
70	PR01_EXAMPLE_AAC_068_A3.lcd	Unknown	4,739	73739	272,88	73739	4,739	11/03/15 20:44
71	PR01_EXAMPLE_AAC_074_A1_1.lcd	Unknown	4,774	90492	173,82	90492	4,774	11/03/15 23:46
72	PR01_EXAMPLE_AAC_080_A1.lcd	Unknown	4,767	101955	143,35	101955	4,767	12/03/15 00:58
73	PR01_EXAMPLE_AAC_087_A1.lcd	Unknown	4,774	90005	195,7	90005	4,774	12/03/15 01:27
74	PR01_EXAMPLE_AAC_087_B1.lcd	Unknown	4,743	67487	119,99	67487	4,743	12/03/15 12:15
75	PR01_EXAMPLE_AAC_089_A1.lcd	Unknown	4,767	68641	140,26	68641	4,767	12/03/15 03:37
76	PR01_EXAMPLE_AAC_089_B1.lcd	Unknown	4,742	63305	127	63305	4,742	12/03/15 10:06
77	PR01_EXAMPLE_AAC_094_A1.lcd	Unknown	4,741	51985	368,47	51985	4,741	12/03/15 12:44
78	PR01_EXAMPLE_AAC_103_A1.lcd	Unknown	4,748	53243	193,16	53243	4,748	12/03/15 12:30
79	PR01_EXAMPLE_AAC_109_A1.lcd	Unknown	4,73	71536	247,69	71536	4,73	12/03/15 11:03
80	PR01_EXAMPLE_AAC_112_A1.lcd	Unknown	4,771	69588	291,59	69588	4,771	12/03/15 06:15
81	PR01_EXAMPLE_AAC_113_A1.lcd	Unknown	4,703	61579	160,62	61579	4,703	11/03/15 16:06
82	PR01_EXAMPLE_AAC_114_A1.lcd	Unknown	4,765	77081	151,39	77081	4,765	12/03/15 05:18
83	PR01_EXAMPLE_AAC_119_A1.lcd	Unknown	4,748	72355	381,62	72355	4,748	12/03/15 15:08
84	PR01_EXAMPLE_AAC_121_A1.lcd	Unknown	4,774	68203	219,13	68203	4,774	12/03/15 02:25
85	PR01_EXAMPLE_AAC_123_A1.lcd	Unknown	4,729	73694	295,41	73694	4,729	12/03/15 10:20
86	PR01_EXAMPLE_AAC_127_A1.lcd	Unknown	4,759	70492	242,6	70492	4,759	12/03/15 05:03
87	PR01_EXAMPLE_AAC_128_A1.lcd	Unknown	4,729	76999	433,78	76999	4,729	11/03/15 21:27
88	PR01_EXAMPLE_AAC_128_B1.lcd	Unknown	4,742	67343	261,64	67343	4,742	12/03/15 14:25
89	PR01_EXAMPLE_AAC_129_A1.lcd	Unknown	4,736	59080	251,13	59080	4,736	12/03/15 09:37
90	PR01_EXAMPLE_AAC_133_A1.lcd	Unknown	4,727	63414	205,04	63414	4,727	12/03/15 10:34
91	PR01_EXAMPLE_AAC_136_A1.lcd	Unknown	4,694	79888	149,72	79888	4,694	11/03/15 17:04
92	PR01_EXAMPLE_AAC_136_B1.lcd	Unknown	4,739	70583	117,88	70583	4,739	12/03/15 15:51
93	PR01_EXAMPLE_AAC_140_A1.lcd	Unknown	4,701	63580	209,23	63580	4,701	11/03/15 15:37
94	PR01_EXAMPLE_AAC_142_A1.lcd	Unknown	4,741	62154	461,24	62154	4,741	12/03/15 15:22
95	PR01_EXAMPLE_AAC_152_A1.lcd	Unknown	4,757	84540	186,77	84540	4,757	12/03/15 06:30
96	PR01_EXAMPLE_AAC_154_A1.lcd	Unknown	4,732	56918	358,81	56918	4,732	12/03/15 12:58
97	PR01_EXAMPLE_AAC_157_A1.lcd	Unknown	4,742	52776	301,6	52776	4,742	12/03/15 15:37
98	PR01_EXAMPLE_AAC_161_A1.lcd	Unknown	4,769	61398	329,08	61398	4,769	12/03/15 01:13
99	PR01_EXAMPLE_AAC_168_A1.lcd	Unknown	4,739	80235	183,86	80235	4,739	11/03/15 20:58
100	PR01_EXAMPLE_AAC_170_A1.lcd	Unknown	4,699	72269	290,79	72269	4,699	11/03/15 18:01
101	PR01_EXAMPLE_AAC_170_A3.lcd	Unknown	4,976	89227	485,71	89227	4,976	11/03/15 20:29
102	PR01_EXAMPLE_AAC_175_A1.lcd	Unknown	4,739	67543	128,46	67543	4,739	12/03/15 13:27
103	PR01_EXAMPLE_AAC_177_A1.lcd	Unknown	4,764	70544	177,34	70544	4,764	12/03/15 02:10
104	PR01_EXAMPLE_AAC_181_A1.lcd	Unknown	4,737	82992	26,16	82992	4,737	12/03/15 09:08
105	PR01_EXAMPLE_AAC_184_A1.lcd	Unknown	4,759	72279	159,31	72279	4,759	12/03/15 08:11
106	PR01_EXAMPLE_AAC_185_A1.lcd	Unknown	4,771	67563	309,78	67563	4,771	12/03/15 00:00
107	PR01_EXAMPLE_AAC_186_A1.lcd	Unknown	4,742	98344	592,11	98344	4,742	12/03/15 09:51
108	PR01_EXAMPLE_AAC_186_B1.lcd	Unknown	4,764	114887	544,13	114887	4,764	12/03/15 03:51
109	PR01_EXAMPLE_AAC_188_A1.lcd	Unknown	4,773	77993	202,67	77993	4,773	12/03/15 02:39
110	PR01_EXAMPLE_AAC_191_A1.lcd	Unknown	4,762	90942	178,91	90942	4,762	12/03/15 07:42
111	PR01_EXAMPLE_AAC_191_B1.lcd	Unknown	4,768	67612	225,36	67612	4,768	12/03/15 05:47
112	PR01_EXAMPLE_AAC_201_A1.lcd	Unknown	4,767	55623	246,72	55623	4,767	12/03/15 07:13
113	PR01_EXAMPLE_AAC_203_A1.lcd	Unknown	4,751	65486	327,48	65486	4,751	12/03/15 14:39
								
ID#	21							
Name	PGE2							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0002BLANK_A1.lcd	Unknown	4,752	192	5,68	-----	-----	11/03/15 12:44
2	PR01_EXAMPLE_AAC_0002BLANK_A2.lcd	Unknown	-----	89	-----	56	4,783	11/03/15 15:08
3	PR01_EXAMPLE_AAC_0002BLANK_B1.lcd	Unknown	4,817	263	2,4	-----	-----	12/03/15 16:20
4	PR01_EXAMPLE_AAC_0002BLANK_B2.lcd	Unknown	-----	90	-----	56	4,716	12/03/15 18:44
5	PR01_EXAMPLE_AAC_0002CAL0_A1.lcd	Unknown	4,757	58461	36,58	75019	4,712	11/03/15 13:13
6	PR01_EXAMPLE_AAC_0002CAL0_A2.lcd	Unknown	4,786	52280	12,46	62455	4,742	12/03/15 16:49
7	PR01_EXAMPLE_AAC_0002CAL1_A1.lcd	Unknown	4,753	102993	55,16	69315	4,706	11/03/15 13:27
8	PR01_EXAMPLE_AAC_0002CAL1_A2.lcd	Unknown	4,779	99280	19,89	63421	4,735	12/03/15 17:03
9	PR01_EXAMPLE_AAC_0002CAL2_A1.lcd	Unknown	4,745	134220	72,25	71925	4,703	11/03/15 13:42
10	PR01_EXAMPLE_AAC_0002CAL2_A2.lcd	Unknown	4,783	115962	23,56	58178	4,739	12/03/15 17:17
11	PR01_EXAMPLE_AAC_0002CAL3_A1.lcd	Unknown	4,744	195786	79,3	73372	4,696	11/03/15 13:56
12	PR01_EXAMPLE_AAC_0002CAL3_A2.lcd	Unknown	4,78	169990	36,06	56492	4,734	12/03/15 17:32
13	PR01_EXAMPLE_AAC_0002CAL4_A1.lcd	Unknown	4,744	679823	317,06	86845	4,702	11/03/15 14:10
14	PR01_EXAMPLE_AAC_0002CAL4_A2.lcd	Unknown	4,785	624264	101,56	68828	4,74	12/03/15 17:46
15	PR01_EXAMPLE_AAC_0002CAL5_A1.lcd	Unknown	4,744	1083444	478,61	80273	4,699	11/03/15 14:25
16	PR01_EXAMPLE_AAC_0002CAL5_A2.lcd	Unknown	4,782	949962	159,95	54796	4,737	12/03/15 18:01
17	PR01_EXAMPLE_AAC_0002CAL6_A1.lcd	Unknown	4,744	1987549	830,64	84965	4,698	11/03/15 14:39
18	PR01_EXAMPLE_AAC_0002CAL6_A2.lcd	Unknown	4,776	1843343	284	60403	4,73	12/03/15 18:15
19	PR01_EXAMPLE_AAC_0002QC_A1.lcd	Unknown	4,75	72857	45,11	71383	4,706	11/03/15 12:29
20	PR01_EXAMPLE_AAC_0002QC_A2.lcd	Unknown	4,748	61322	39,91	61139	4,703	11/03/15 12:58
21	PR01_EXAMPLE_AAC_0002QC_B1.lcd	Unknown	4,748	62879	36,54	74451	4,703	11/03/15 14:54
22	PR01_EXAMPLE_AAC_0002QC_B2.lcd	Unknown	4,75	70362	36,57	71067	4,706	11/03/15 15:22
23	PR01_EXAMPLE_AAC_0002QC_C1.lcd	Unknown	4,744	65747	35,85	83813	4,701	11/03/15 17:47
24	PR01_EXAMPLE_AAC_0002QC_C2.lcd	Unknown	4,819	60766	37,26	86476	4,772	12/03/15 00:44
25	PR01_EXAMPLE_AAC_0002QC_D1.lcd	Unknown	4,812	53011	35,99	73501	4,768	12/03/15 03:23
26	PR01_EXAMPLE_AAC_0002QC_D2.lcd	Unknown	4,816	64447	35,57	80722	4,77	12/03/15 06:01
27	PR01_EXAMPLE_AAC_0002QC_E1.lcd	Unknown	4,793	58810	11,07	81766	4,747	12/03/15 08:39
28	PR01_EXAMPLE_AAC_0002QC_E2.lcd	Unknown	4,775	63603	12,58	69238	4,729	12/03/15 11:18
29	PR01_EXAMPLE_AAC_0002QC_F1.lcd	Unknown	4,791	61611	11,39	63506	4,743	12/03/15 13:56
30	PR01_EXAMPLE_AAC_0002QC_G1.lcd	Unknown	4,785	64128	10,41	59368	4,74	12/03/15 16:06
31	PR01_EXAMPLE_AAC_0002QC_G2.lcd	Unknown	4,776	58870	11,95	56646	4,728	12/03/15 16:34
32	PR01_EXAMPLE_AAC_0002QC_H1.lcd	Unknown	4,792	59748	11,25	53832	4,748	12/03/15 18:30
33	PR01_EXAMPLE_AAC_0002QC_H2.lcd	Unknown	4,786	56029	11,09	53367	4,741	12/03/15 18:58
34	PR01_EXAMPLE_AAC_001_A1.lcd	Unknown	4,772	15909	4,06	70698	4,736	12/03/15 13:42
35	PR01_EXAMPLE_AAC_004_A1.lcd	Unknown	4,792	45608	16,26	80403	4,754	12/03/15 08:25
36	PR01_EXAMPLE_AAC_005_A1.lcd	Unknown	4,782	24173	18,01	51944	4,741	12/03/15 09:23
37	PR01_EXAMPLE_AAC_008_A1.lcd	Unknown	4,807	45026	41,52	80692	4,762	12/03/15 04:49
38	PR01_EXAMPLE_AAC_009_A1.lcd	Unknown	4,813	61977	36,3	66106	4,765	12/03/15 03:08
39	PR01_EXAMPLE_AAC_012_A1.lcd	Unknown	4,746	31357	15,03	66775	4,701	11/03/15 16:49
40	PR01_EXAMPLE_AAC_014_A1.lcd	Unknown	4,78	47406	32,28	67229	4,736	12/03/15 10:49
41	PR01_EXAMPLE_AAC_022_A1.lcd	Unknown	4,79	40878	16,22	45165	4,744	12/03/15 14:10
42	PR01_EXAMPLE_AAC_022_B1.lcd	Unknown	4,775	26336	17,28	47150	4,732	11/03/15 21:41
43	PR01_EXAMPLE_AAC_022_B2_1.lcd	Unknown	4,834	31878	8,56	54410	4,789	11/03/15 23:32
44	PR01_EXAMPLE_AAC_024_A1.lcd	Unknown	4,805	51685	25,7	85516	4,757	12/03/15 02:54
45	PR01_EXAMPLE_AAC_026_A1.lcd	Unknown	4,776	88515	21,27	84432	4,734	12/03/15 14:53
46	PR01_EXAMPLE_AAC_029_A1.lcd	Unknown	4,784	50518	7,59	68588	4,741	11/03/15 21:13
47	PR01_EXAMPLE_AAC_033_A1.lcd	Unknown	4,777	72220	2,85	77963	4,732	12/03/15 13:13
48	PR01_EXAMPLE_AAC_035_A1.lcd	Unknown	4,739	39434	14,89	78771	4,697	11/03/15 17:32
49	PR01_EXAMPLE_AAC_036_A1.lcd	Unknown	4,736	43812	28,86	53213	4,692	11/03/15 16:20
50	PR01_EXAMPLE_AAC_037_A1.lcd	Unknown	4,787	32640	10,57	58736	4,741	12/03/15 08:54
51	PR01_EXAMPLE_AAC_039_A1.lcd	Unknown	4,81	92242	161,1	68782	4,762	12/03/15 05:32
52	PR01_EXAMPLE_AAC_039_B1.lcd	Unknown	4,793	99264	137,96	75859	4,746	12/03/15 07:56
53	PR01_EXAMPLE_AAC_041_A1.lcd	Unknown	4,815	30933	13,06	83040	4,768	12/03/15 01:56
54	PR01_EXAMPLE_AAC_044_A1.lcd	Unknown	4,742	23424	41,72	49254	4,697	11/03/15 17:18
55	PR01_EXAMPLE_AAC_045_A1.lcd	Unknown	4,785	61407	68,26	53897	4,739	12/03/15 11:46
56	PR01_EXAMPLE_AAC_048_A1.lcd	Unknown	4,81	58197	40,14	83093	4,767	12/03/15 07:27
57	PR01_EXAMPLE_AAC_049_A1.lcd	Unknown	4,825	12462	5,96	89044	4,781	12/03/15 00:29
58	PR01_EXAMPLE_AAC_050_A1.lcd	Unknown	4,813	82481	47,67	79483	4,767	12/03/15 06:44
59	PR01_EXAMPLE_AAC_051_A1.lcd	Unknown	4,813	34271	22,66	66569	4,767	12/03/15 04:20
60	PR01_EXAMPLE_AAC_054_A1.lcd	Unknown	4,745	21558	6,05	24422	4,702	11/03/15 16:35
61	PR01_EXAMPLE_AAC_055_A1.lcd	Unknown	4,815	13843	13,8	74172	4,767	12/03/15 04:06
62	PR01_EXAMPLE_AAC_056_A1.lcd	Unknown	4,786	23130	4,72	51045	4,741	12/03/15 12:01
63	PR01_EXAMPLE_AAC_056_B1.lcd	Unknown	4,812	21633	11,16	68867	4,772	12/03/15 01:41
64	PR01_EXAMPLE_AAC_060_A1.lcd	Unknown	4,748	26086	33,75	40458	4,703	11/03/15 15:52
65	PR01_EXAMPLE_AAC_061_A1.lcd	Unknown	4,781	47861	20,23	60435	4,734	12/03/15 11:32
66	PR01_EXAMPLE_AAC_063_A1.lcd	Unknown	4,823	33971	21,13	89182	4,775	12/03/15 00:15
67	PR01_EXAMPLE_AAC_064_A1.lcd	Unknown	4,817	24103	28,44	72962	4,768	12/03/15 06:59
68	PR01_EXAMPLE_AAC_067_A1.lcd	Unknown	4,807	51418	11,78	61538	4,76	12/03/15 04:35
69	PR01_EXAMPLE_AAC_068_A1.lcd	Unknown	4,726	36046	46,58	48974	4,683	11/03/15 18:16
70	PR01_EXAMPLE_AAC_068_A3.lcd	Unknown	4,786	56597	7,1	73739	4,739	11/03/15 20:44
71	PR01_EXAMPLE_AAC_074_A1_1.lcd	Unknown	4,824	38987	11,46	90492	4,774	11/03/15 23:46
72	PR01_EXAMPLE_AAC_080_A1.lcd	Unknown	4,813	141609	103,27	101955	4,767	12/03/15 00:58
73	PR01_EXAMPLE_AAC_087_A1.lcd	Unknown	4,82	143364	73,95	90005	4,774	12/03/15 01:27
74	PR01_EXAMPLE_AAC_087_B1.lcd	Unknown	4,79	144400	56,34	67487	4,743	12/03/15 12:15
75	PR01_EXAMPLE_AAC_089_A1.lcd	Unknown	4,815	33395	21,63	68641	4,767	12/03/15 03:37
76	PR01_EXAMPLE_AAC_089_B1.lcd	Unknown	4,784	41686	18,71	63305	4,742	12/03/15 10:06
77	PR01_EXAMPLE_AAC_094_A1.lcd	Unknown	4,783	60085	63,15	51985	4,741	12/03/15 12:44
78	PR01_EXAMPLE_AAC_103_A1.lcd	Unknown	4,792	16333	3,93	53243	4,748	12/03/15 12:30
79	PR01_EXAMPLE_AAC_109_A1.lcd	Unknown	4,773	122023	31,71	71536	4,73	12/03/15 11:03
80	PR01_EXAMPLE_AAC_112_A1.lcd	Unknown	4,819	83296	40,74	69588	4,771	12/03/15 06:15
81	PR01_EXAMPLE_AAC_113_A1.lcd	Unknown	4,738	20255	10,54	61579	4,703	11/03/15 16:06
82	PR01_EXAMPLE_AAC_114_A1.lcd	Unknown	4,815	18713	4,67	77081	4,765	12/03/15 05:18
83	PR01_EXAMPLE_AAC_119_A1.lcd	Unknown	4,787	14731	4,88	72355	4,748	12/03/15 15:08
84	PR01_EXAMPLE_AAC_121_A1.lcd	Unknown	4,822	52261	49,03	68203	4,774	12/03/15 02:25
85	PR01_EXAMPLE_AAC_123_A1.lcd	Unknown	4,77	17511	4,14	73694	4,729	12/03/15 10:20
86	PR01_EXAMPLE_AAC_127_A1.lcd	Unknown	4,807	54800	37,89	70492	4,759	12/03/15 05:03
87	PR01_EXAMPLE_AAC_128_A1.lcd	Unknown	4,776	38550	2,26	76999	4,729	11/03/15 21:27
88	PR01_EXAMPLE_AAC_128_B1.lcd	Unknown	4,788	35262	1,42	67343	4,742	12/03/15 14:25
89	PR01_EXAMPLE_AAC_129_A1.lcd	Unknown	4,783	58966	30,7	59080	4,736	12/03/15 09:37
90	PR01_EXAMPLE_AAC_133_A1.lcd	Unknown	4,773	53914	20,47	63414	4,727	12/03/15 10:34
91	PR01_EXAMPLE_AAC_136_A1.lcd	Unknown	4,74	44398	20,56	79888	4,694	11/03/15 17:04
92	PR01_EXAMPLE_AAC_136_B1.lcd	Unknown	4,782	44833	4,83	70583	4,739	12/03/15 15:51
93	PR01_EXAMPLE_AAC_140_A1.lcd	Unknown	4,749	47802	48,86	63580	4,701	11/03/15 15:37
94	PR01_EXAMPLE_AAC_142_A1.lcd	Unknown	4,787	16495	4,16	62154	4,741	12/03/15 15:22
95	PR01_EXAMPLE_AAC_152_A1.lcd	Unknown	4,803	62857	16,97	84540	4,757	12/03/15 06:30
96	PR01_EXAMPLE_AAC_154_A1.lcd	Unknown	4,779	150504	222,43	56918	4,732	12/03/15 12:58
97	PR01_EXAMPLE_AAC_157_A1.lcd	Unknown	4,788	38736	7,43	52776	4,742	12/03/15 15:37
98	PR01_EXAMPLE_AAC_161_A1.lcd	Unknown	4,821	16324	28,67	61398	4,769	12/03/15 01:13
99	PR01_EXAMPLE_AAC_168_A1.lcd	Unknown	4,781	18818	5,12	80235	4,739	11/03/15 20:58
100	PR01_EXAMPLE_AAC_170_A1.lcd	Unknown	4,744	18033	13,53	72269	4,699	11/03/15 18:01
101	PR01_EXAMPLE_AAC_170_A3.lcd	Unknown	5,016	18068	0,87	89227	4,976	11/03/15 20:29
102	PR01_EXAMPLE_AAC_175_A1.lcd	Unknown	4,78	19955	8,28	67543	4,739	12/03/15 13:27
103	PR01_EXAMPLE_AAC_177_A1.lcd	Unknown	4,813	39927	20,57	70544	4,764	12/03/15 02:10
104	PR01_EXAMPLE_AAC_181_A1.lcd	Unknown	4,778	13104	11,22	82992	4,737	12/03/15 09:08
105	PR01_EXAMPLE_AAC_184_A1.lcd	Unknown	4,804	23108	10,96	72279	4,759	12/03/15 08:11
106	PR01_EXAMPLE_AAC_185_A1.lcd	Unknown	4,818	36321	31,19	67563	4,771	12/03/15 00:00
107	PR01_EXAMPLE_AAC_186_A1.lcd	Unknown	4,788	39135	8,32	98344	4,742	12/03/15 09:51
108	PR01_EXAMPLE_AAC_186_B1.lcd	Unknown	4,815	34318	24,82	114887	4,764	12/03/15 03:51
109	PR01_EXAMPLE_AAC_188_A1.lcd	Unknown	4,82	37079	16,11	77993	4,773	12/03/15 02:39
110	PR01_EXAMPLE_AAC_191_A1.lcd	Unknown	4,807	52908	41,38	90942	4,762	12/03/15 07:42
111	PR01_EXAMPLE_AAC_191_B1.lcd	Unknown	4,816	39524	29,52	67612	4,768	12/03/15 05:47
112	PR01_EXAMPLE_AAC_201_A1.lcd	Unknown	4,817	13968	7,89	55623	4,767	12/03/15 07:13
113	PR01_EXAMPLE_AAC_203_A1.lcd	Unknown	4,8	39283	30,72	65486	4,751	12/03/15 14:39
								
ID#	22							
Name	d4-PGE1							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
1	PR01_EXAMPLE_AAC_0002BLANK_A1.lcd	Unknown	5,058	56	6,31	56	5,058	11/03/15 12:44
2	PR01_EXAMPLE_AAC_0002BLANK_A2.lcd	Unknown	5,074	55	8,95	55	5,074	11/03/15 15:08
3	PR01_EXAMPLE_AAC_0002BLANK_B1.lcd	Unknown	5,087	98	15,41	98	5,087	12/03/15 16:20
4	PR01_EXAMPLE_AAC_0002BLANK_B2.lcd	Unknown	5,011	84	5,28	84	5,011	12/03/15 18:44
5	PR01_EXAMPLE_AAC_0002CAL0_A1.lcd	Unknown	4,945	472450	732,33	472450	4,945	11/03/15 13:13
6	PR01_EXAMPLE_AAC_0002CAL0_A2.lcd	Unknown	4,976	389350	170,61	389350	4,976	12/03/15 16:49
7	PR01_EXAMPLE_AAC_0002CAL1_A1.lcd	Unknown	4,942	443404	720,14	443404	4,942	11/03/15 13:27
8	PR01_EXAMPLE_AAC_0002CAL1_A2.lcd	Unknown	4,969	408648	202	408648	4,969	12/03/15 17:03
9	PR01_EXAMPLE_AAC_0002CAL2_A1.lcd	Unknown	4,934	442320	952,09	442320	4,934	11/03/15 13:42
10	PR01_EXAMPLE_AAC_0002CAL2_A2.lcd	Unknown	4,968	370050	224,45	370050	4,968	12/03/15 17:17
11	PR01_EXAMPLE_AAC_0002CAL3_A1.lcd	Unknown	4,934	463991	593,52	463991	4,934	11/03/15 13:56
12	PR01_EXAMPLE_AAC_0002CAL3_A2.lcd	Unknown	4,972	393986	222,19	393986	4,972	12/03/15 17:32
13	PR01_EXAMPLE_AAC_0002CAL4_A1.lcd	Unknown	4,933	468200	611,15	468200	4,933	11/03/15 14:10
14	PR01_EXAMPLE_AAC_0002CAL4_A2.lcd	Unknown	4,974	434553	181,43	434553	4,974	12/03/15 17:46
15	PR01_EXAMPLE_AAC_0002CAL5_A1.lcd	Unknown	4,931	445069	875,8	445069	4,931	11/03/15 14:25
16	PR01_EXAMPLE_AAC_0002CAL5_A2.lcd	Unknown	4,972	364078	186,23	364078	4,972	12/03/15 18:01
17	PR01_EXAMPLE_AAC_0002CAL6_A1.lcd	Unknown	4,933	476238	733,37	476238	4,933	11/03/15 14:39
18	PR01_EXAMPLE_AAC_0002CAL6_A2.lcd	Unknown	4,97	413772	239,98	413772	4,97	12/03/15 18:15
19	PR01_EXAMPLE_AAC_0002QC_A1.lcd	Unknown	4,933	457269	528,37	457269	4,933	11/03/15 12:29
20	PR01_EXAMPLE_AAC_0002QC_A2.lcd	Unknown	4,936	417675	793,4	417675	4,936	11/03/15 12:58
21	PR01_EXAMPLE_AAC_0002QC_B1.lcd	Unknown	4,938	450426	588,89	450426	4,938	11/03/15 14:54
22	PR01_EXAMPLE_AAC_0002QC_B2.lcd	Unknown	4,936	431210	513,83	431210	4,936	11/03/15 15:22
23	PR01_EXAMPLE_AAC_0002QC_C1.lcd	Unknown	4,925	431698	538,16	431698	4,925	11/03/15 17:47
24	PR01_EXAMPLE_AAC_0002QC_C2.lcd	Unknown	5,007	424264	333,46	424264	5,007	12/03/15 00:44
25	PR01_EXAMPLE_AAC_0002QC_D1.lcd	Unknown	5,003	414828	367,24	414828	5,003	12/03/15 03:23
26	PR01_EXAMPLE_AAC_0002QC_D2.lcd	Unknown	5,005	403891	336,73	403891	5,005	12/03/15 06:01
27	PR01_EXAMPLE_AAC_0002QC_E1.lcd	Unknown	4,984	436673	170,33	436673	4,984	12/03/15 08:39
28	PR01_EXAMPLE_AAC_0002QC_E2.lcd	Unknown	4,971	435404	174,94	435404	4,971	12/03/15 11:18
29	PR01_EXAMPLE_AAC_0002QC_F1.lcd	Unknown	4,984	355464	149,03	355464	4,984	12/03/15 13:56
30	PR01_EXAMPLE_AAC_0002QC_G1.lcd	Unknown	4,977	340934	156,27	340934	4,977	12/03/15 16:06
31	PR01_EXAMPLE_AAC_0002QC_G2.lcd	Unknown	4,967	346113	214,74	346113	4,967	12/03/15 16:34
32	PR01_EXAMPLE_AAC_0002QC_H1.lcd	Unknown	4,985	347375	189,72	347375	4,985	12/03/15 18:30
33	PR01_EXAMPLE_AAC_0002QC_H2.lcd	Unknown	4,975	353551	129,39	353551	4,975	12/03/15 18:58
34	PR01_EXAMPLE_AAC_001_A1.lcd	Unknown	4,968	387179	156,31	387179	4,968	12/03/15 13:42
35	PR01_EXAMPLE_AAC_004_A1.lcd	Unknown	4,98	422062	147,47	422062	4,98	12/03/15 08:25
36	PR01_EXAMPLE_AAC_005_A1.lcd	Unknown	4,977	383777	154,64	383777	4,977	12/03/15 09:23
37	PR01_EXAMPLE_AAC_008_A1.lcd	Unknown	5,003	386813	136,97	386813	5,003	12/03/15 04:49
38	PR01_EXAMPLE_AAC_009_A1.lcd	Unknown	5,006	332371	363,09	332371	5,006	12/03/15 03:08
39	PR01_EXAMPLE_AAC_012_A1.lcd	Unknown	4,933	345653	480,38	345653	4,933	11/03/15 16:49
40	PR01_EXAMPLE_AAC_014_A1.lcd	Unknown	4,97	403166	151,68	403166	4,97	12/03/15 10:49
41	PR01_EXAMPLE_AAC_022_A1.lcd	Unknown	4,978	332893	145,42	332893	4,978	12/03/15 14:10
42	PR01_EXAMPLE_AAC_022_B1.lcd	Unknown	4,963	272497	203,44	272497	4,963	11/03/15 21:41
43	PR01_EXAMPLE_AAC_022_B2_1.lcd	Unknown	5,019	318353	85,94	318353	5,019	11/03/15 23:32
44	PR01_EXAMPLE_AAC_024_A1.lcd	Unknown	4,998	398488	136,68	398488	4,998	12/03/15 02:54
45	PR01_EXAMPLE_AAC_026_A1.lcd	Unknown	4,971	427836	185,41	427836	4,971	12/03/15 14:53
46	PR01_EXAMPLE_AAC_029_A1.lcd	Unknown	4,977	363340	191,22	363340	4,977	11/03/15 21:13
47	PR01_EXAMPLE_AAC_033_A1.lcd	Unknown	4,975	416714	221,23	416714	4,975	12/03/15 13:13
48	PR01_EXAMPLE_AAC_035_A1.lcd	Unknown	4,928	418995	912,29	418995	4,928	11/03/15 17:32
49	PR01_EXAMPLE_AAC_036_A1.lcd	Unknown	4,924	312152	429,24	312152	4,924	11/03/15 16:20
50	PR01_EXAMPLE_AAC_037_A1.lcd	Unknown	4,974	353376	209,56	353376	4,974	12/03/15 08:54
51	PR01_EXAMPLE_AAC_039_A1.lcd	Unknown	5,005	384079	124,18	384079	5,005	12/03/15 05:32
52	PR01_EXAMPLE_AAC_039_B1.lcd	Unknown	4,985	389203	173,7	389203	4,985	12/03/15 07:56
