Sample							Inositol Results		IS04 - D4-Citric daci (ISTD) Results		OA01 - 2-hydroxybutyric daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA03 - Citric daci Results		IS04 - D4-Citric daci (ISTD) Results		OA04 - Glutamic daci Results		IS04 - D4-Citric daci (ISTD) Results		OA06 - Glycolic daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA07 - Lactic daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA08 - Malic daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA09 - 2-ketoglutaric daci Results		IS04 - D4-Citric daci (ISTD) Results		OA11 - Succinic daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA12 - Fumaric daci Results		IS03 - D2-Fumaric daci (ISTD) Results		OA13 - Pyruvic daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA15 - Pyroglutamic daci Results		IS04 - D4-Citric daci (ISTD) Results		OA17 - 3-Hydroxybutyric daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA20 - Aspartic daci Results		IS04 - D4-Citric daci (ISTD) Results		OA26 - 3-Hydroxyisobutyric daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA27 - 3-hydroxyisovaleric daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA28 - Glyceric daci Results		IS02 - D4-Succinic daci (ISTD) Results		OA29 - Uracil Results		IS04 - D4-Citric daci (ISTD) Results		OA33 - 3-Hydroxypropionic daci Results		IS04 - D4-Citric daci (ISTD) Results	
		Name	Data File	Type	Level	Acq. Date-Time	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area	RT	Area
 	 	PR01_EXAMPLE_0002QC_D1	PR01_EXAMPLE_0002QC_D1.D	Sample		1-1-2010 19:36	36,877	729022	30,332	545547	9,630	1316071	15,324	381541	30,374	428551	30,332	545547	24,804	1333072	30,332	545547	8,122	7662	15,324	381541	7,771	17112958	15,324	381541	21,101	16624	15,324	381541	23,603	29744	30,332	545547	15,398	10995	15,324	381541	16,439	50434	16,412	1780127	7,440	326758	15,324	381541	21,697	1955296	30,332	545547	10,624	1485092	15,324	381541	21,984	532168	30,332	545547	10,643	44596	15,324	381541	12,090	42478	15,324	381541	16,210	60418	15,324	381541	16,219	2859	30,332	545547	10,174	5059	30,332	545547
 	 	PR01_EXAMPLE_0209_A1	PR01_EXAMPLE_0209_A1.D	Sample		1-1-2010 20:28	36,885	546595	30,338	687815	9,630	1550036	15,316	439671	30,377	422286	30,338	687815	24,804	1392890	30,338	687815	8,130	7557	15,316	439671	7,758	13290945	15,316	439671	21,104	16968	15,316	439671	23,617	26696	30,338	687815	15,401	8258	15,316	439671	16,434	54883	16,409	2095142	7,443	317907	15,316	439671	21,695	1909491	30,338	687815	10,618	279779	15,316	439671	21,987	446194	30,338	687815	10,635	56911	15,316	439671	12,088	79521	15,316	439671	16,210	60020	15,316	439671	16,210	1614	30,338	687815	10,185	3104	30,338	687815
 	 	PR01_EXAMPLE_0180_A1	PR01_EXAMPLE_0180_A1.D	Sample		1-1-2010 21:21	36,880	265564	30,332	641658	9,666	351160	15,332	439970	30,374	289196	30,332	641658	24,807	870762	30,332	641658	8,194	7865	15,332	439970	7,813	20032103	15,332	439970	21,101	8194	15,332	439970	23,608	6404	30,332	641658	15,421	6869	15,332	439970	16,453	45581	16,423	2119827	7,523	245534	15,332	439970	21,708	2712939	30,332	641658	10,646	216642	15,332	439970	21,987	390250	30,332	641658	10,668	15351	15,332	439970	12,110	15341	15,332	439970	16,221	75541	15,332	439970	16,244	1026	30,332	641658	10,229	1288	30,332	641658
 	 	PR01_EXAMPLE_0184_A1	PR01_EXAMPLE_0184_A1.D	Sample		1-1-2010 22:14	36,880	400343	30,338	736589	9,635	316915	15,318	467576	30,382	500273	30,338	736589	24,804	924638	30,338	736589	8,133	8466	15,318	467576	7,785	19336757	15,318	467576	21,095	9813	15,318	467576	23,605	9828	30,338	736589	15,404	7971	15,318	467576	16,431	51171	16,409	2220818	7,459	237241	15,318	467576	21,697	1691528	30,338	736589	10,629	90934	15,318	467576	21,985	416592	30,338	736589	10,638	13407	15,318	467576	12,088	13600	15,318	467576	16,205	62462	15,318	467576	16,210	444	30,338	736589	10,193	2153	30,338	736589
 	 	PR01_EXAMPLE_0183_A1	PR01_EXAMPLE_0183_A1.D	Sample		1-1-2010 23:06	36,885	331678	30,332	616357	9,702	261868	15,349	441949	30,371	326542	30,332	616357	24,809	731522	30,332	616357	8,246	13687	15,349	441949	7,893	20380755	15,349	441949	21,112	8958	15,349	441949	23,630	5249	30,332	616357	15,429	9160	15,349	441949	16,453	47181	16,434	2124163	7,597	215741	15,349	441949	21,708	4313245	30,332	616357	10,679	73032	15,349	441949	21,987	414921	30,332	616357	10,701	16140	15,349	441949	12,146	13389	15,349	441949	16,235	74674	15,349	441949	16,224	638	30,332	616357	10,259	1896	30,332	616357
 	 	PR01_EXAMPLE_0182_A1	PR01_EXAMPLE_0182_A1.D	Sample		1-1-2010 23:59	36,880	281480	30,335	661493	9,624	361955	15,316	450011	30,374	260290	30,335	661493	24,807	1053627	30,335	661493	8,130	7400	15,316	450011	7,760	14835509	15,316	450011	21,106	8138	15,316	450011	23,628	6063	30,335	661493	15,379	5919	15,316	450011	16,426	49278	16,409	2170990	7,446	128736	15,316	450011	21,692	1770660	30,335	661493	10,629	1547447	15,316	450011	21,982	455533	30,335	661493	10,649	13431	15,316	450011	12,093	14718	15,316	450011	16,202	52567	15,316	450011	16,216	583	30,335	661493	10,201	1967	30,335	661493
 	 	PR01_EXAMPLE_0073_B1	PR01_EXAMPLE_0073_B1.D	Sample		2-1-2010 0:52	36,885	1592091	30,329	687166	9,633	3388585	15,324	436823	30,374	449901	30,329	687166	24,801	604550	30,329	687166	8,125	5904	15,324	436823	7,788	23436757	15,324	436823	21,092	22193	15,324	436823	23,605	9510	30,329	687166	15,401	6628	15,324	436823	16,431	57985	16,409	2086536	7,445	704827	15,324	436823	21,694	1625470	30,329	687166	10,629	1663010	15,324	436823	21,979	508531	30,329	687166	10,651	110432	15,324	436823	12,096	52476	15,324	436823	16,213	36504	15,324	436823	16,199	811	30,329	687166	10,212	1981	30,329	687166
 	 	PR01_EXAMPLE_0178_A1	PR01_EXAMPLE_0178_A1.D	Sample		2-1-2010 1:44	36,882	304070	30,329	625120	9,619	262537	15,313	404640	30,374	289128	30,329	625120	24,807	1140128	30,329	625120	8,119	8486	15,313	404640	7,760	16208913	15,313	404640	21,095	8616	15,313	404640	23,619	6518	30,329	625120	15,387	5561	15,313	404640	16,431	43243	16,406	1932531	7,432	221357	15,313	404640	21,692	2222999	30,329	625120	10,616	74825	15,313	404640	21,982	651900	30,329	625120	10,638	17341	15,313	404640	12,087	15008	15,313	404640	16,205	49016	15,313	404640	16,199	547	30,329	625120	10,179	2164	30,329	625120
 	 	PR01_EXAMPLE_0207_A1	PR01_EXAMPLE_0207_A1.D	Sample		2-1-2010 2:37	36,880	559379	30,332	776982	9,677	2371822	15,346	457923	30,377	433361	30,332	776982	24,804	510386	30,332	776982	8,197	9916	15,346	457923	7,829	10287855	15,346	457923	21,109	9991	15,346	457923	23,625	2537	30,332	776982	15,418	11361	15,346	457923	16,453	49227	16,426	2194291	7,537	46998	15,346	457923	21,706	2865477	30,332	776982	10,663	3663032	15,346	457923	21,987	471991	30,332	776982	10,682	24426	15,346	457923	12,118	35654	15,346	457923	16,221	76662	15,346	457923	16,255	945	30,332	776982	10,193	1938	30,332	776982
 	 	PR01_EXAMPLE_0100_A1	PR01_EXAMPLE_0100_A1.D	Sample		2-1-2010 3:30	36,872	569624	30,327	672472	9,694	908520	15,349	432724	30,371	550606	30,327	672472	24,810	1924333	30,327	672472	8,241	10602	15,349	432724	7,888	21504887	15,349	432724	21,107	12522	15,349	432724	23,606	18088	30,327	672472	15,423	30317	15,349	432724	16,459	48146	16,434	2073876	7,589	119924	15,349	432724	21,709	5474489	30,327	672472	10,690	3247084	15,349	432724	21,990	950968	30,327	672472	10,712	32396	15,349	432724	12,137	45411	15,349	432724	16,233	110723	15,349	432724	16,235	4170	30,327	672472	10,257	1482	30,327	672472
