sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	O-AEA	3.22046379215624	18.7368645432556	AEA-ISTD	3.96355543557653	10577.097955235
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	OAG-Q	6.4654	282.493000000001	(No IS)		
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	OEA-Q	4.96561914645182	412583.27452536	OEA-ISTD	4.93726628526449	299344.923853886
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	PDEA-Q	3.75992747075013	38585.0085000001	LEA-ISTD	3.93071578511015	354390.438269004
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	PEA-Q	4.00341468957179	1102954.9055	PEA-ISTD	4.48328671095683	585336.498619586
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	POEA-Q	3.00813198885068	91340.956	OEA-ISTD	4.93726628526449	299344.923853886
pr01_example_aac_0048	pr01_example_aac_0048_b1	sample	1	b	1	3	2013-11-01 00:43:29:00	SEA-Q	6.93757196398502	381892.960999999	SEA-ISTD	6.91096171126876	850727.096000003
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	1-LG-Q	4.95848585849147	191743.935859911	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	1-OG-Q	6.20338601258662	1058254.08257976	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	2-LG-Q	4.72503934993404	29542.9934743916	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	2-OG-Q	5.90431468632372	102593.074	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	2AG-Q	4.86458556780938	333046.142319442	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	2AGE-Q	5.98726024835967	2697.25774960633	2AG-ISTD	4.6311453250378	29167.0093398469
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	AA-Q	5.8348470233902	5957386.06013258	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	AEA-Q	4.00993619660411	26436.7005	AEA-ISTD	3.97362161774847	8504.04877691134
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	Alpha-LEA-Q	3.26004695300129	8036.64000000003	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	COR-Q	0.090740311389106	4626843.13950683	PEA-ISTD	4.48177612083959	546588.047229165
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	DEA-Q	5.12960797614489	2683.07009693084	OEA-ISTD	4.93803988206026	296153.124440599
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	DGLEA-Q	4.49702167244821	7205.05343907689	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	DHEA-Q	3.95115823607236	16715.0862044899	DHEA-ISTD	3.93040649484383	17060.0033252692
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	EPEA-Q	3.94095581080425	2407.92723066243	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	ETAEA-Q	4.88539905869478	697.443180814071	PEA-ISTD	4.48177612083959	546588.047229165
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	LEA-Q	3.95282271557662	195288.060288258	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	NADA-Q	4.62681106199719	1858.04817593806	NADA-ISTD	4.03430334394627	10060.6238347041
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	O-AEA	3.20594383348724	65.0601186861062	AEA-ISTD	3.97362161774847	8504.04877691134
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	OAG-Q	6.14863482032218	783.998500000001	(No IS)		
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	OEA-Q	4.9643912636372	302043.081376775	OEA-ISTD	4.93803988206026	296153.124440599
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	PDEA-Q	3.76239611101321	27950.9805	LEA-ISTD	3.93025929776182	315457.089087014
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	PEA-Q	4.00323148858987	746630.830000002	PEA-ISTD	4.48177612083959	546588.047229165
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	POEA-Q	3.00666364685982	78987.229	OEA-ISTD	4.93803988206026	296153.124440599
pr01_example_aac_0007	pr01_example_aac_0007_a1	sample	1	a	1	4	2013-11-01 00:56:09:00	SEA-Q	6.93998261294456	257022.054588293	SEA-ISTD	6.91085011717313	849223.829
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	1-LG-Q	4.95464548477159	87972.2683532384	2AG-ISTD	4.64546569178038	34452.6505827521
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	1-OG-Q	6.20168888326416	549356.057999997	2AG-ISTD	4.64546569178038	34452.6505827521
