sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
pr01_example_0001	pr01_example_0001blank_a1	blank	1	a	1	3	2009-12-25 21:55:00	OA29 - Uracil	19.115	101	IS04 - D4-Citric daci (ISTD)	33.121	0
pr01_example_0001	pr01_example_0001blank_a1	blank	1	a	1	3	2009-12-25 21:55:00	OA33 - 3-Hydroxypropionic daci	13.191	25	IS04 - D4-Citric daci (ISTD)	33.121	0
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	Inositol	39.174	887864	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA01 - 2-hydroxybutyric daci	9.638	1616758	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA03 - Citric daci	33.177	629095	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA04 - Glutamic daci	24.104	549547	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA06 - Glycolic daci	8.144	12809	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA07 - Lactic daci	7.791	18472746	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA08 - Malic daci	23.098	24195	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA09 - 2-ketoglutaric daci	23.619	17002	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA11 - Succinic daci	15.401	23735	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA12 - Fumaric daci	19.440	65268	IS03 - D2-Fumaric daci (ISTD)	19.417	2295332
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA13 - Pyruvic daci	7.468	188949	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA15 - Pyroglutamic daci	23.706	2713189	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA17 - 3-Hydroxybutyric daci	13.618	1760883	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA20 - Aspartic daci	23.182	229574	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA26 - 3-Hydroxyisobutyric daci	13.641	53605	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA27 - 3-hydroxyisovaleric daci	19.099	52692	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA28 - Glyceric daci	19.213	103832	IS02 - D4-Succinic daci (ISTD)	15.129	489722
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA29 - Uracil	19.224	4558	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal0	pr01_example_0001cal0_a1	cal	1	a	1	4	2009-12-25 22:48:00	OA33 - 3-Hydroxypropionic daci	13.121	9051	IS04 - D4-Citric daci (ISTD)	33.995	762995
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	Inositol	39.177	785235	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA01 - 2-hydroxybutyric daci	9.616	1525143	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA03 - Citric daci	33.179	671479	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA04 - Glutamic daci	24.107	1181466	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA06 - Glycolic daci	8.105	11045	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA07 - Lactic daci	7.760	16880740	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA08 - Malic daci	23.104	34474	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA09 - 2-ketoglutaric daci	23.616	27535	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA11 - Succinic daci	15.401	17659	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA12 - Fumaric daci	19.431	71708	IS03 - D2-Fumaric daci (ISTD)	19.412	2044663
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA13 - Pyruvic daci	7.426	289497	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA15 - Pyroglutamic daci	23.706	2481766	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA17 - 3-Hydroxybutyric daci	13.618	1696839	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA20 - Aspartic daci	23.184	580723	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA26 - 3-Hydroxyisobutyric daci	13.635	57356	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA27 - 3-hydroxyisovaleric daci	19.085	73059	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA28 - Glyceric daci	19.205	94686	IS02 - D4-Succinic daci (ISTD)	15.121	442526
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA29 - Uracil	19.219	7864	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal2	pr01_example_0001cal2_a1	cal	1	a	1	5	2009-12-25 23:41:00	OA33 - 3-Hydroxypropionic daci	13.179	7969	IS04 - D4-Citric daci (ISTD)	33.995	670572
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	Inositol	39.180	848087	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA01 - 2-hydroxybutyric daci	9.619	1809538	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA03 - Citric daci	33.185	1200733	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA04 - Glutamic daci	24.107	1696021	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA06 - Glycolic daci	8.106	14616	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA07 - Lactic daci	7.766	18551931	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA08 - Malic daci	23.101	77959	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA09 - 2-ketoglutaric daci	23.606	44294	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA11 - Succinic daci	15.401	32524	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA12 - Fumaric daci	19.429	111777	IS03 - D2-Fumaric daci (ISTD)	19.412	2226511
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA13 - Pyruvic daci	7.426	492634	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA15 - Pyroglutamic daci	23.700	3472355	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA17 - 3-Hydroxybutyric daci	13.627	2048552	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA20 - Aspartic daci	23.187	918781	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA26 - 3-Hydroxyisobutyric daci	13.643	85954	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA27 - 3-hydroxyisovaleric daci	19.088	152919	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA28 - Glyceric daci	19.208	162906	IS02 - D4-Succinic daci (ISTD)	15.121	473445
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA29 - Uracil	19.213	21772	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal4	pr01_example_0001cal4_a1	cal	1	a	1	6	2009-12-26 00:34:00	OA33 - 3-Hydroxypropionic daci	13.207	17788	IS04 - D4-Citric daci (ISTD)	33.995	801934
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	Inositol	39.182	951194	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA01 - 2-hydroxybutyric daci	9.627	2812375	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA03 - Citric daci	33.199	3641334	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA04 - Glutamic daci	24.109	3172781	IS04 - D4-Citric daci (ISTD)	33.146	1003239
